,original,perturbed,type
884,"Seriously, I mean very seriously, when I first started watching the show I thought it was good. But the plots just got worse. The storyline were either too boring or predictable. George isn't always funny, he sometimes acts stupid. His jokes are overdone. His mom is the silliest character of the show. How can a mother treat her own son that way, okay if it was the daughter in law, but this was her own son. I give this show a 4/10 just because the first few shows were a little funny. The actors Constance Marie and Masiela Lusha do a great job. Don't know how these shows get to play for so long. <br /><br />If you're really bored like I was and have nothing else to watch, I'd suggest you watch this.","Seriously, I mean very seriously, when I first started watching the show I thought it was good. But the plots just got trickiest. The recap were either too wearisome or predictable. Georgi isn't always funny, he sometimes acts nutty. His jokes are overdone. His mammy is the funniest character of the show. How can a mother treat her own son that way, okay if it was the daughter in law, but this was her own boy. I give this show a 4/10 just for the first few shows were a lite funny. The actors Consistency Meri and Masiela Lusha effected a great work. Don't know how these shows get to playing for so long. <br /><br />If you're openly bored like me was and have nothing else to listens, I'd suggest you watch this.",Successful
554,"This film is a perfect example of the recent crop of horror films that simply are not fully realized. There are two routes to take in horror films: either you don't really explain what's going on (or who the killer is, like in Texas Chainsaw Massacre) or give the characters a lot of back story and characterization so that everything is explained (Halloween could potentially be an example of this).<br /><br />Unfortunately, Creep fails in this area. I see absolutely no reason to give a small shred of the back story for Craig without fully capturing the essence of his character or his motivation. No character is fully realized, although the circular nature of Kate's character in the film is the most accomplished part of the story.<br /><br />In the end, this story is mostly unmotivated and none of the performances give it the necessary life to make it enthralling or interesting enough to overcome the lack of context and empty film-making that drag down the film.<br /><br />This film will go down as another example of a film (as most are) that could be so much better even though it would never be great. The only thing that was used properly in the film was the setting: the characters, story, direction, and overall writing would have benefited from a serious face lift.<br /><br />Creep does serve a purpose as a mindless, silly horror movie with no intellectual or emotional investment, but sadly, that's about it...","This film is a perfect phenomenon of the recent crop of horror films that simply are not fully realized. There are two routes to take in horror films: either you don't really explain what's going on (or who the killer is, like in Texas Chainsaw Massacre) or give the characters a lot of back story and characterization so that everything is explained (Halloween could potentially be an example of this).<br /><br />Unfortunately, Creep breakage in this area. I see powerfully no excuses to give a small shred of the back story for Craig without fully capturing the essence of his character or his motivation. Nothin qualities is fully realized, although the circular nature of Kate's character in the film is the most accomplished part of the story.<br /><br />In the end, this story is mostly unmotivated and none of the performances give it the necessary life to brings it enthralling or interesting enough to overcome the lack of roots and empty film-making that tug down the images.<br /><br />This film will go down as another example of a film (as most are) that could be so much better even though it would never be great. The only aspect that was used perfectly in the film was the setting: the characters, story, guided, and overall writing would enjoy benefited from a serious face lift.<br /><br />Creep does serve a purpose as a carefree, silly horror movie with no intellectual or emotional reverses, but tragically, that's about it...",Successful
975,"Take one look at the cover of this movie, and you know right away that you are not about to watch a landmark film. This is cheese filmmaking in every respect, but it does have its moments. Despite the look of utter trash that the movie gives, the story is actually interesting at some points, although it is undeniably pulled along mainly by the cheerleading squads' shower scenes and sex scenes with numerous personality-free boyfriends. The acting is awful and the director did little more than point and shoot, which is why the extensive amount of nudity was needed to keep the audience's attention.<br /><br />In The Nutty Professor, a hopelessly geeky professor discovers a potion that can turn him into a cool and stylish womanizer, whereas in The Invisible Maniac, a mentally damaged professor discovers a potion that can make him invisible, allowing him to spy on (and kill, for some reason) his students. Boring fodder. Don't expect any kind of mental stimulation from this, and prepare yourself for shrill and enormously overdone maniacal laughter which gets real annoying real quick...","Take one look at the cover of this movie, and you know right away that you are not about to watch a landmark film. This is cheese filmmaking in every respect, but it does have its moments. Despite the look of utter litter that the movie gives, the story is actually interesting at some points, although it is undeniably pulled along mainly by the cheerleading squads' shower scenes and sex scenes with numerous personality-free boyfriends. The acting is scary and the director did smallest more than point and shoot, which is why the extensive amount of nudity was needed to keep the audience's attention.<br /><br />In The Nutty Professor, a hopelessly geeky professor discovers a potion that can turn him into a cool and stylish womanizer, whereas in The Invisible Maniac, a mentally damaged professor discovers a potion that can make him invisible, allowing him to spy on (and kill, for some reason) his students. Wearisome fodder. Don't expect any kind of mental stimulation from this, and prepare yourself for shrill and enormously overdone maniacal laughter which gets real infuriating real quick...",Successful
158,"SPOILER: The young lover, Jed, is kicked out by the spinster, Kate (Andie McDowell), because she wrongly believes that Jed is having an affair with one of her two catty girlfriends. Kate thought she caught them en flagrante delicto. Kate throws Jed's shoes out the door. Jed reluctantly leaves, and then sits in the middle of the road to put his shoes on. Then he gets run over (""Crushed"", one of the meaning of the title) by a truck. And dies.<br /><br />""And then he gets run over by a truck."" Can you imagine a screenwriter actually submitting a script with this plot element? Up to then, its a comedy that intends to be frothy, but lacks any real fizz. Everybody but Jed is just annoying. And then they kill Jed, and everybody's sad, until the end where the gals learn to love one another and be supportive, instead of destructive. I give it 2 ugh's.","SPOILER: The young lover, Jed, is kicked out by the spinster, Kate (Andie McDowell), because she wrongly believes that Jed is having an affair with one of her two catty girlfriends. Kate thought she caught them en flagrante delicto. Kate throws Jed's shoes out the door. Jed reluctantly leaves, and then sits in the middle of the road to put his shoes on. Then he gets run over (""Crushed"", one of the meaning of the title) by a truck. And dies.<br /><br />""And then he gets run over by a truck."" Can you imagine a writer actually submitting a dash with this plot element? Up to then, its a comedy that intends to be wispy, but lacks any truths fizz. Persons but Jed is just conceited. And then they reaps Jed, and everybody's sad, until the end where the gals learn to love one another and be supportive, instead of destructive. I give it 2 ugh's.",Successful
869,"Unless you are already familiar with the pop stars who star in this film, save yourself the time and stop reading this review after you've reached the end of the next sentence.<br /><br />FORGET YOU EVER STUMBLED UPON THIS FILM AND GO WATCH SOMETHING ELSE.<br /><br />But if you insist on reading, consider: <br /><br />Lame vehicle for Japanese teen idol pretty-boys featuring nonsensical, convoluted ""plot"" that drags out for an insufferable amount of time until you're ready to scream.<br /><br />Nothing in this film makes sense. It's an endless series of people expressing various emotions, from joy to anger, from happiness to tragedy, FOR NO GOOD REASON. We can obviously see something incredibly ""dramatic"" is happening, but we just don't GIVE A CRAP WHY 'cause there's no backstory.<br /><br />By the time this film is over, you will be sick and tired of these stupid, lanky, girly stars' faces. You'll be revolted at having spent all this time watching them smile, sneer, cry, look mysterious, be ""serious,"" and any other pointless expression they slap on their faces.<br /><br />That some moron would ever go so far as to refer to this piece of insipid trash as being the ""soul"" of any of its ""actors"" should prove to you beyond the shadow of a doubt what the trailer and countless adoring comments on this site will not tell you: <br /><br />Only the ""converted,"" mindless minions will like this film, the majority of them teenage girls with a pathological adoration for anything androgynous. Freud would have a field day.<br /><br />Unless you're one of these mindless ""fans,"" stay the hell away from this abomination.","Unless you are already familiar with the pop stars who star in this film, save yourself the time and stop reading this review after you've reached the end of the next sentence.<br /><br />FORGET YOU EVER STUMBLED UPON THIS FILM AND GO WATCH SOMETHING ELSE.<br /><br />But if you insist on reading, consider: <br /><br />Uninspiring vehicle for Japanese teen idol pretty-boys featuring nonsensical, convoluted ""parcel"" that wanders out for an unforgivable number of time until you're ready to scream.<br /><br />Nought in this film provides sensation. It's an endless series of ones expressing various emotions, from joy to anger, from happiness to tragedy, FOR ZILCH GOOD REASON. We can obviously see something incredibly ""dramatic"" is happening, but we just don't GIVE A CRAP WHY 'cause there's no backstory.<br /><br />By the time this film is over, you will be sick and tired of these stupid, lanky, girly stars' faces. You'll be revolted at having spent all this time watching them smile, sneer, cry, look mysterious, be ""serious,"" and any other absurdity expression they slap on their faces.<br /><br />That some moron would ever go so far as to refer to this part of insipid dumpster as being the ""soul"" of any of its ""actors"" should prove to you beyond the shadow of a doubt what the trailer and countless adoring comments on this site will not tell you: <br /><br />Only the ""converted,"" mindless minions will like this film, the majority of them teenage girls with a pathological adoration for anything androgynous. Freud would have a field day.<br /><br />Upon you're one of these mindless ""fans,"" stay the hell away from this terrifying.",Successful
718,"What the ........... is this ? This must, without a doubt, be the biggest waste of film, settings and camera ever. I know you can't set your expectations for an 80's slasher high, but this is too stupid to be true. I baught this film for 0.89$ and I still feel the urge to go claim my money back. Can you imagine who hard it STINKS ?<br /><br />Who is the violent killer in this film and what are his motivations??? Well actually, you couldn't possible care less. And why should you? The makers of this piece of garbage sure didn't care. They didn't try to create a tiny bit of tension. The director ( Stephen Carpenter -- I guess it's much easier to find money with a name like that ) also made the Kindred (1986) wich was rather enjoyable and recently he did Soul Survivors. Complete crap as well, but at least that one had Eliza Dushku. This junk has the debut of Daphne Zuniga !!! ( Who ?? ) Yeah that's right, the Melrose Place chick. Her very memorable character dies about 15 min. after the opening credits. She's the second person to die. The first victim dies directly in the first minute, but nobody seems to mention or miss him afterwards so who cares ? The rest of the actors...they don't deserve the term actors actually, are completely uninteresting. You're hoping they die a quick and painful death...and not only their characters<br /><br />My humble opinion = 0 / 10","What the ........... is this ? This must, without a distrust, coming the finest discarding of stills, settings and house ever. me know you can't set your expectations for an 80's slasher high, but this is too nitwit to be true. I baught this film for 0.89$ and I still feel the urge to will calls my moneys back. Can you imagine who hard it STINKS ?<br /><br />Who is the violent killer in this film and what are his motivations??? Well actually, you couldn't unlikely care less. And why should you? The makers of this portions of discarding sure didn't welfare. They didn't try to create a tiny bit of tension. The filmmaker ( Stephen Carpenter -- I guess it's much easier to find money with a name like that ) also made the Kindred (1986) wich was rather enjoyable and freshly he did Soul Survivors. Fills damnit as perfectly, but at least that one had Eliza Dushku. This bazaar enjoys the debut of Daphne Zuniga !!! ( Who ?? ) Yeah that's right, the Melrose Place chick. He very memorable character dying about 15 min. after the opening credits. She's the second person to die. The first victim dies directly in the first minute, but nobody seems to mention or miss him afterwards so who cares ? The rest of the protagonists...they don't wins the term performers actually, are completely uninteresting. You're hoping they die a quick and painful death...and not only their characters<br /><br />My humble opinion = 0 / 10",Successful
347,"I saw this by chance showing on cable on wanted to like it as I thought Sandra was quite funny from what I remembered. The only facial movement I had throughout the movie was jaw dropping stunned at how awful a movie I just suffered through.<br /><br />The person who said this is one of the funniest movies of all time please point out one line, just one scene, that is even worth a chuckle.<br /><br />She is a much better singer than I remember her to be, but I didn't want to watch a lounge act.<br /><br />I think this is a movie try hard to like since they think they should and don't view it objectively.","I saw this by chance showing on cable on wanted to like it as I felt Sandra was quite funny from what I remembered. The only facial movement I had throughout the movie was jaw dropping stunned at how scary a cine I just suffered through.<br /><br />The person who said this is one of the funniest movies of all time please point out one line, just one scene, that is even worth a chuckle.<br /><br />She is a much better singer than I remember her to be, but I didn't want to watch a lounge act.<br /><br />I think this is a movie try hard to like since they think they should and don't view it objectively.",Successful
917,"I don't want to go too far into detail, because I can't really justify wasting much time on reviewing this film, but I had to give an alternate opinion to hopefully help people avoid the movie. The animation is crud and the story alternates between boring/pointless to extremely irritating. The humor was completely lost on the audience, and yes - Ghost in the Shell fans, this is NOT an action sci-fi or anything like that - its an attempt at slapstick comedy, and the humor just did not work after being translated. It was a total chore to watch this movie, and horrible way for me to kick off the film fest, especially considering how excited I was and how open I was for anything - I wasn't expecting a Ghost in the Shell sequel, but I was expecting something entertaining, and it simply didn't achieve this. Yaaawwnnn... Rent Kino's Journey instead.","I don't want to go too far into detail, because I can't really justify wasting much time on reviewing this film, but I had to give an alternate opinion to hopefully help people avoid the movie. The animation is crud and the story alternates between pierce/pointless to extremely disturbing. The humor was completely foregone on the audience, and yes - Ghost in the Shell fans, this is NOT an action sci-fi or anything like that - its an searching at slapstick comedy, and the humor just did not work after being translated. It was a absolute work to watch this movie, and scary way for me to kick off the film fest, especially considering how excited I was and how open I was for anything - I wasn't expecting a Ghost in the Shell sequel, but I was anticipation something entertaining, and it easily didn't unearth this. Yaaawwnnn... Rent Kino's Journey instead.",Successful
323,"This movie is by far the worst movie ever made. If you have to create a film costarring the guy who plays Lars in heavyweights than don't make the damn film. I have to say that I could watch Leprechaun in Space 6 times before I could watch the trailer for this POS of a movie. Adam sandler should be restricted from any movie after this disgrace. Watching this movie is like a mix of listening to Cher and willingly putting your dick in a blender. Anyone with half of a brain cell will realize that this movie is not worth a dime. If I had an extra dollar and had to spend it, I'd give it to the support Lorraina Bobbitt foundation before buying this movie.","This movie is by far the scariest moviemaking ever made. If you have to create a film costarring the guy who plays Lars in heavyweights than don't make the damn film. I have to say that I could watch Leprechaun in Space 6 times before I could watch the trailer for this PV of a movie. Adam sandler should be restricted from any movie after this discrediting. Watching this movie is iike a mix of listening to Cher and willingly putting your dick in a blender. Anyone with half of a brain cell will realize that this movie is not laudable a dime. If I had an extra dollar and had to spend it, I'd give it to the support Lorraina Bobbitt foundation before buying this movie.",Successful
738,"I am the guy who usually keeps opinions to himself, but I just got back from this movie, and felt I had to express my opinions. Let me start by saying that I am a HUGE horror fan. But what makes a horror movie? I sure like to see even a tiny bit of a good script and character development. I know they often lack in horror movies, but Prom Night looked like it didn't even put forth ANY effort in that department. Next, we all love suspense. That on the edge of your seat suspense with unpredictable surprises. Yeah, Prom Night had none of that! Of course, we like a terrifying killer. Prom Night have that? Nope, it has a pretty boy with a cute lil' knife. And when all else fails...at least horror has its guilty pleasure to make it enjoyable like gore gore gore, and the occasional nude scene! Yeah, well when you have a horror movie rated PG-13 like Prom Night, they leave that stuff out too. So with all of these elements missing, I ask....does this still count as a horror movie? Nope. I'd call it more of a comedy. People in my theater were laughing more at this then they were when I saw ""Semi-Pro"" that was supposed to actually be a comedy (which also sucked, but thats another story!). I think I am just going to have to give up on new horror. All the good horror movies of the good ol' days have been remade into garbage so movie studios can make money. The people I went to see it with didn't even know this was a remake! Which made me mad! I wonder what will happen when there's no more movies to remake??? Where will horror go next???","I am the guy who usually keeps opinions to himself, but I just got back from this movie, and felt I possesses to articulate my thoughts. Let me start by saying that I am a HUGE horror fan. But what makes a horror movie? I sure like to see even a tiny bit of a good script and character development. I know they often lack in horror movies, but Prom Night looked like it didn't even put forth ANY effort in that department. Next, we all love suspense. That on the edge of your seat suspense with unpredictable surprises. Yeah, Prom Night had none of that! Of course, we like a terrifying perp. Prom Night have that? Nani, it has a pretty boy with a cute lil' knife. And when all else absence...at least horror enjoy its guilty pleasure to deliver it enjoyable like gore gore gore, and the occasional nude scene! Yeah, well when you have a horror movie rated PG-13 like Prom Night, they departure that things out too. So with all of these elements absence, I ask....does this still count as a horror movie? Nani. I'd call it more of a comedy. People in my theater were laughing more at this then they were when I saw ""Semi-Pro"" that was supposed to actually be a comedy (which also sucked, but thats another story!). I think I am just going to have to give up on new horror. All the good horror movies of the good ol' days have been remade into discard so movie studios can make money. The people I went to see it with didn't even know this was a remake! Which made me furious! I wonder what will happen when there's no more movies to remake??? Where will horror go next???",Successful
873,"Here is what happened:<br /><br />1) Head of BBC3 needs to make programmes aimed at different audience to BBC1 and BBC2 to keep licence and job.<br /><br />2) Lenny Henry offers his unfunny friends up.<br /><br />3) Head of BBC3 snaps them up, completely ignoring the fact that they are not funny.<br /><br />Worst of all, it is arguably racist, as all the characters play up to bad stereotypes. If a white person did this kind of thing, there'd be uproar!<br /><br />Trash.","Currently is what happened:<br /><br />1) Leaders of BBC3 needs to make programmes aimed at different audience to BBC1 and BBC2 to keep enables and job.<br /><br />2) Just Henryk offers his hilarious friends up.<br /><br />3) Leaders of BBC3 snaps them up, completely ignoring the fact that they are not anecdote.<br /><br />Finest of all, it is arguably racist, as all the personality play up to nefarious stereotypes. If a white person did this genre of thing, there'd be uproar!<br /><br />Littering.",Successful
974,"The Invisible Maniac starts as a young Kevin Dornwinkle (Kris Russell) is caught by his strict mother (Marilyn Adams) watching a girl (Tracy Walker) strip through his telescope... Cut to 'Twenty Years Later' & Kevin Dornwinkle (Noel Peters) is now a physics professor who claims to have discovered a way to turn things invisible using a 'mollecular reconstruction' serum. However during a demonstration in front of his fellow scientists it fails & they all laugh at him, Dornwinkle goes mad kills a few of them & is locked away in a mental institute from which he escapes. Jump forward 'Two Weeks Later' & a group of summer college students discuss the tragic death of their physics teacher when the headmistress Mrs. Cello (Stephanie Blake as Stella Blalack) says that she has hired a replacement, yes you've guessed it it's Dornwinkle. The student don't take to him & treat him like dirt, however Dornwinkle has perfected his invisibility serum & uses it to satisfy his perverted sexual urges & his desire for revenge...<br /><br />Co-written & directed by Adam Rifkin wisely hiding under the pseudonym Rif Coogan (I wouldn't want my name to be associated with this turd of a film either) The Invisible Maniac is real bottom of the barrel stuff. The script by Rifkin, sorry Coogan & Tony Markes is awful. It tries to be a teenage sex/comedy/horror hybrid that just fails in every department. For a start the sex is nothing more than a few female shower scenes & a few boob shots, not much else I'm afraid & the birds in The Invisible Maniac aren't even that good looking. The comedy is lame & every joke misses by the proverbial mile, this is the kind of film that thinks someone fighting an invisible man or having Henry (Jason Logan) a mute man trying to make a phone call is funny. The Invisible Maniac makes the Police Academy (1984 - 1994) series of films look like the pinnacle of sophistication! As for the horror aspect that too is lame. It's also an incredibly slow (it takes over half an hour before Dornwinkles even becomes invisible), dull, predictable, boring & has highly annoying & unlikable teenage character's.<br /><br />Director Rifkin or Coogan or whatever does absolutely nothing to try & make The Invisible Maniac an even slightly enjoyable experience. There's no scares, tension or atmosphere & as a whole the film is a real chore to sit through. He does nothing with the invisibility angle, just a few doors opening on their own is as adventurous as it gets. There is very little gore or violence, a bit of splashing blood, a few strangulations & the only decent bit in the whole film when someone has their head blown off with a shotgun, unfortunately he was invisible at the time & we only get to see the headless torso afterwards.<br /><br />The budget must have been low, & I mean really low because this is one seriously cheap looking film. Dornwinkles laboratory is basically two jars on his bedside cabinet! When he escapes from the mental institution he has all of one dog sent after him & the entire school has about a dozen pupils & two teachers. The Invisible Maniac is a poorly made film throughout it's 85 minute duration, I spotted the boom mike on at least one occasion... Lets just say the acting is of a low standard & leave it at that.<br /><br />The Invisible Maniac is crap, plain & simple. I found no redeeming features in it at all, there are so many more better films out there you can watch so there is no reason whatsoever to waste your time on this rubbish. Definitely one to avoid.","The Invisible Maniac starts as a young Kevin Dornwinkle (Kris Russell) is caught by his strict mother (Marilyn Adams) watching a girl (Tracy Walker) strip through his telescope... Cut to 'Twenty Years Later' & Kevin Dornwinkle (Noel Peters) is now a physics professor who claims to have discovered a way to turn things invisible using a 'mollecular reconstruction' serum. However during a demonstration in front of his fellow scientists it fails & they all laugh at him, Dornwinkle goes mad kills a few of them & is locked away in a mental institute from which he escapes. Jump forward 'Two Weeks Later' & a group of summer college students discuss the tragic death of their physics teacher when the headmistress Mrs. Cello (Stephanie Blake as Stella Blalack) says that she has hired a replacement, yes you've guessed it it's Dornwinkle. The student don't take to him & treat him like dirt, however Dornwinkle has perfected his invisibility serra & uses it to satisfy his perverted sexual urges & his desire for revenge...<br /><br />Co-written & directed by Adam Rifkin wisely hiding under the pseudonym Rif Coogan (I wouldn't want my name to be associated with this turd of a film either) The Invisible Maniac is real bottom of the barrel stuff. The scripted by Rifkin, sorry Coogan & Tony Markes is scary. It yearns to is a teenage sex/comedy/horror hybrid that just disappoint in every department. For a start the sex is nothing more than a few female shower scenes & a few boob shots, not much else I'm afraid & the birds in The Invisible Maniac aren't even that exemplary looking. The comedy is sad & every joke misses by the glamorous mel, this is the kind of film that thinks person confront an hidden folks or having Greg (Dustin Cody) a speechless mann strive to introduces a aviv call is funny. The Unseen Maniac makes the Detective Academy (1984 - 1994) series of films admire enjoy the pinnacle of sophistication! As for the horror issues that too is sad. It's also an exceptionally slower (it takes over half an hour before Dornwinkles even becomes invisible), grim, predictable, drilled & has highly annoying & unlikable teenage character's.<br /><br />Director Rifkin or Coogan or whatever does absolutely nothing to try & make The Invisible Maniac an even slightly enjoyable experience. There's no scares, tension or atmosphere & as a whole the film is a real chore to sit through. He does nothing with the invisibility angle, just a few doors opening on their own is as adventurous as it gets. There is very little gore or violence, a bit of splashing blood, a few strangulations & the only decent bit in the whole film when someone has their head blown off with a shotgun, unfortunately he was invisible at the time & we only get to see the headless torso afterwards.<br /><br />The budget must have been low, & I mean really low because this is one seriously cheap looking film. Dornwinkles laboratory is basically two jars on his bedside cabinet! When he escapes from the mental institution he has all of one dog sent after him & the entire school has about a dozen pupils & two teachers. The Invisible Maniac is a poorly made film throughout it's 85 minute duration, I spotted the boom mike on at least one occasion... Lets just say the acting is of a low standard & leave it at that.<br /><br />The Invisible Maniac is crap, plain & simple. I found no redeeming features in it at all, there are so many more better films out there you can watch so there is no reason whatsoever to waste your time on this rubbish. Definitely one to avoid.",Successful
737,"Prom Night is about a girl named Donna (Brittany Snow) who is being chased by a psycho killer trying to kill her at her prom night. And by doing so killing her family, friends, and her enemies. <br /><br />Now before I begin let me say have you been tired of PG-13 horror movies that haven't been scary lately. Are you tired of stupid girl dialog 'Oh my god' and talking about girlish things. And are you really tired of girls in relationships and then crying. And the last thing are you tired of the US remaking Asian, Japanese, and Chinese films. That pretty much sums up Prom night but I'm still not done with the review.<br /><br />The only reason to see 'Prom night' is to crack a laugh at the kills. If not, don't see Prom night. You never see the kills an only hear screaming and you see some blood on the wall. And by the way the deaths are repeating like 24/7. So not only aren't they scary but it's obnoxious. By the time I met the cast I think I was ready to hurl. Too much girl talk, too much guy talk, and lots of 'Oh my gosh. It's our prom'. I understand it's fun but seriously is it too much to ask not to concentrate. <br /><br />If I were to put Prom Night on the list of worst films of 2008 without seeing the other films I'd be the first one too. I'm not going to be surprised if it gets released on DVD for cheap and quick. Seriously don't spend your money or the time for dull acting, cheap scares, and a 'Night to die for' when watching the film.<br /><br />1 star out of 10. (P.S. If I could give the film zero stars I would).","Prom Night is about a girl named Donna (Brittany Snow) who is being chased by a psycho killer trying to kill her at her prom night. And by doing so killing her family, friends, and her enemies. <br /><br />Now before I begin let me say have you been tired of PG-13 horror movies that haven't been scary lately. Are you tired of stupid girl dialog 'Oh my god' and talking about girlish things. And are you really tired of girls in relationships and then crying. And the last thing are you tired of the US remaking Asian, Japanese, and Chinese films. This lovely immensely sums up Prom night but I'm still not conclude with the review.<br /><br />The only causes to see 'Prom night' is to crack a laugh at the kills. If not, don't see Prom night. You never see the kills an only hear yell and you see some blood on the wall. And by the way the deaths are repeating like 24/7. So not only aren't they scary but it's obnoxious. By the time I met the audition I think I was ready to hurl. Bene mucho girl talk, too plenty guy talk, and lots of 'Oh my gosh. It's our prom'. I understand it's fun but seriously is it too plenty to ask not to concentrate. <br /><br />If I were to put Prom Night on the list of scariest films of 2008 without seeing the other films I'd be the first one too. I'm not going to be surprised if it gets released on DVD for cheap and quick. Strongly don't spend your financials or the time for dull acting, affordable scares, and a 'Night to die for' when watching the film.<br /><br />1 star out of 10. (P.S. If I could give the film zero stars I would).",Successful
713,"It's the early 80s. There's a group of suspiciously old-looking teens. And there's a maniac stalking around. Yes, this is slasherville.<br /><br />This movie is called Pranks. Why is it called Pranks? I haven't the faintest idea. Unless your idea of a great prank is to repeatedly hit someone's dinner with a baseball bat - on balance, not a great prank; in fact quite a rubbish prank if truth be told. But there you go.<br /><br />The film itself concerns a group of teenagers who are tasked with cleaning out a decommissioned dormitory. They become aware that a psychopath is on the loose. To combat this development, they split up and wander about in the dark. It ends in tears for most of them.<br /><br />Pranks is a badly made slasher movie. The DVD release I viewed was the Vipco one. It appears to be cut of a fair bit of violence. This makes the DVD even more pointless because, let's face it, a slasher movie shorn of violence is a waste of time. For slasher-film and video nasty completists only.","It's the early 80s. There's a group of suspiciously old-looking teens. And there's a psychosis stalking around. Yes, this is slasherville.<br /><br />This movie is invited Pranks. Why is it called Pranks? I haven't the faintest idea. Unless your idea of a great prank is to repeatedly hit someone's dinner with a baseball bat - on balance, not a great prank; in fact quite a rubbish prank if truth be told. But there you go.<br /><br />The film itself concerns a group of teenagers who are tasked with cleaning out a decommissioned home. They become aware that a psychosis is on the loose. To combat this development, they split up and wander about in the dark. It completes in tears for most of them.<br /><br />Pranks is a spectacularly made slasher filmmaking. The DVD release I viewed was the Vipco one. It appears to be cut of a fair bit of violence. This makes the DVD even more senseless because, let's face it, a slasher movie sheared of violence is a offal of occasion. For slasher-film and video nasty completists only.",Successful
434,"Warning: Avoid this super duper awful movie...if you watched it you will be SOOOOOOOOO disappointed.<br /><br />Pam and Denise are grandma age now what are they doing? Trying SO HARD to be young innocent and sexy, just not working AT ALL. Pam and Denise act so horribly in this movie.<br /><br />Plus The script is absolutely atrocious, I can't believe someone can came out with such crappy ideas. With the development of movie industry, movie lovers are not as easy to satisfy as the ones in the last century. I bet the movie goers from last century will hate this too.<br /><br />Stay away from it. I think watch ""White Chicks"" from 2004 it's so much better that this...make no mistake at that time I thought that's the worst movie I have ever seen.","Warning: Avoid this super duper scary movie...if you watched it you will be SOOOOOOOOO disappointed.<br /><br />Pam and Denise are grandma age now what are they doing? Trying SO HARD to be young innocent and sexy, just not cooperatives DANS ALL. Pam and Denise act so terrifyingly in this movie.<br /><br />Plus The scripted is absolutely outrageous, I can't believe personality can came out with such freakin ideas. With the development of movie industry, movie lovers are not as easy to met as the ones in the last century. I gamblers the movie goers from last century will hate this too.<br /><br />Stay away from it. I think watch ""White Chicks"" from 2004 it's so plenty best that this...furnishes no mistake at that time I thought that's the scariest flick I have ever seen.",Successful
550,!!!!! OF COURSE THERE'S SPOILERS !!!!! I'm sure this project started off as a screen writing workshop on avoiding clichés in horror movies: Female protagonist - Check Bad things happen to drug takers - Check Heorine knocks out villain - Check Heroine doesn't notice villain recovering unconsciousness - Check Frame the sequence so we see recovered villain creep up behind heroine - Check Unfortunately it seems someone has sent this cliché list to a film studio instead of using it for class . Dear oh dear if only London transport was as regular as the clichés turning up here . In fact there's so many clichés and seen it all before moments that no one actually thought about going into detail as to what the eponymous creep is or how long he's been killing people on the underground . I'm led to believe it's the result of some human experiment and perhaps it's not until that night he decided to take his revenge out on humanity but all this is so vague as to be meaningless Not to be totally negative I doubt very much if the producers thought they'd be making a film that was going to sweep the Oscars that year and there's always a market for horror movies . Likewise I doubt if it cost too much produce and had one eye on the DVD market rather than cinema distribution and I will state that it's slightly better than 1972's DEATH LINE which also featured a murderous cannibal hiding in the London underground . it's just that when you think all the clichés have been used up in this film another cliché comes along to raise its ugly head,!!!!! OF COURSE THERE'S SPOILERS !!!!! I'm sure this project started off as a screen writing workshop on avoiding clichés in horror movies: Female protagonist - Check Bad things happen to drug takers - Check Heorine knocks out villain - Check Heroine doesn't notice villain recovering unconsciousness - Check Frame the sequence so we see recovered villain creep up behind heroine - Check Unfortunately it seems someone has sent this cliché list to a film studio instead of using it for class . Dear oh dear if only London transport was as regular as the clichés turning up here . In fact there's so many clichés and seen it all before moments that no one actually thought about going into detail as to what the eponymous creep is or how long he's been killing people on the underground . I'm led to believe it's the result of some human experiment and perhaps it's not until that night he decided to take his revenge out on humanity but all this is yet mysterious as to be meaningless Not to be totally negative I doubt very much if the producers thought they'd be making a film that was going to sweep the Oscars that year and there's always a market for horror movies . Likewise I doubt if it cost too much produce and had one eye on the DVD market rather than cinema distribution and I will state that it's humbly better than 1972's DEATH LINE which also featured a murderous cannibal hiding in the London underground . it's just that when you think all the clichés have been used up in this film another melodrama comes along to raise its repulsive captains,Successful
630,"Wow! This film is truly awful. I can't imagine how anyone could have read this badly written script and given it the greenlight. The cast is uniformly second rate with some truly horrendous performances from virtually all of the cast. The story is disjointed, fragmented and incoherent. The telling, leaden and predictable. No wit, no charm, no humour. Not sexy in the least. The characters remain as flat as the proverbial pancake. There's also a strong current of misogyny which became increasingly hard to stomach as the film went on. When your lead (Carrell) is unfunny and unappealing it's uphill from there. Despite it's phony turn-around ending where love triumphs over lust I was left with a sick feeling in my stomach. If this is what passes for humour and social comment then we're definitely doomed.","Wow! This film is truly scary. I can't imagine how anyone could have read this urgently written scripted and given it the greenlight. The cast is uniformly second rate with some truly horrendous performances from virtually all of the cast. The story is disjointed, fragmented and nutty. The telling, leaden and anticipated. No wit, no charm, no humour. Not sexy in the least. The characters remain as flat as the proverbial pancake. There's also a strong current of misogyny which became increasingly hard to stomach as the film went on. When your lead (Carrell) is unfunny and unappealing it's uphill from there. Despite it's phony turn-around ending where love triumphs over lust I was left with a sick feeling in my stomach. So this is what passes for humour and social comment then we're definitely conned.",Successful
