,original,perturbed,type
336,"It's impossible for me to objectively consider this movie. Not that I haven't tried, mind you - but I sit down, and I pop in the aged VHS, and I watch the opening...and suddenly I'm five years old again and clutching my very own Care Bear and watching the movie with open eyes and an eager heart.<br /><br />I can see, objectively, that this movie is a BIZARRE combination of cuddly baby merchandising-mascots and creepy prepubescent children with evil powers that has a thin story and uninteresting animation. But my inner five-year-old goes, ""Yay! Care Bears!"" every time I think about it. So - I'd only (cautiously, reluctantly) recommend this movie for those who saw it during their early youth and can call on the awesome power of nostalgia while watching it (like me) OR those lovably cynical Gen-X/Y-ers who deliberately seek out the wonderfully bad/strange (a category in which this movie...definitely belongs). To those actually looking for a compelling movie or wholesome family entertainment: You might want to keep looking.","It's impossible for me to objectively consider this movie. Not that I haven't tried, mind you - but I sit down, and I pop in the older VHS, and I watch the opening...and suddenly I'm five years old again and clutching my very own Care Bear and watching the movie with open eyes and an eager heart.<br /><br />I can behold, objectively, that this film is a WEIRD combination of cuddly baby merchandising-mascots and creepy prepubescent child with evil powers that has a thin tale and uninteresting animation. But my internal five-year-old goes, ""Yay! Care Bears!"" every time I thoughts about it. So - I'd only (cautiously, reluctantly) recommend this movie for those who saw it during their early youth and can call on the awesome power of nostalgia while watching it (like me) OR those lovably cynical Gen-X/Y-ers who willfully seeking out the wonderfully bad/strange (a category in which this film...definitely belongs). To those actually searching for a compelling movie or wholesome family entertainment: You might wanna to keep searching.",Successful
842,"Stanley Kramer directs an action thriller and leaves out two key things: action and thrills. THE DOMINO PRINCIPLE features Gene Hackman as a convict sprung from prison in order to perform some mysterious task. Richard Widmark, Edward Albert, and Eli Wallach are his operatives --- they presumably work for the government, but that, like most of the movie's plot line, is never made clear. Hackman asks a lot of questions that NEVER get answered so the film goes absolutely nowhere. While it strives to be like NIGHT MOVES and THE PARALLAX VIEW, THE DOMINO PRINCIPLE mixes up ambiguity and mystery with confusion and boredom. The film is extremely well photographed but even that works against it. Kramer's direction is devoid of any style. It's a very sunny movie!<br /><br />The acting is fine with Hackman proving he's pretty much incapable of being bad. Widmark and Wallach are suitably nasty and Albert is well cast as Widmark's cruel lackey. Even the usually obnoxious Mickey Rooney is pretty good as Hackman's sidekick. One oddity however is the casting of Candice Bergen as Hackman's wife. We're told she's done time in prison and she seems to be trying to put on some sort of southern twang. Kramer's idea of making her appear to be trailer trash is to have her wear an ugly brown wig. It's a role better suited for the likes of Valerie Perrine or Susan Tyrell.","Stanley Kramer directs an action thriller and leaves out two key things: action and thrills. THE DOMINO PRINCIPLE features Gene Hackman as a convict sprung from prison in order to perform some mysterious task. Richard Widmark, Edward Albert, and Eli Wallach are his operatives --- they presumably work for the government, but that, like most of the movie's plot line, is never made clear. Hackman asks a lot of questions that NEVER get answered so the film goes altogether nowhere. While it seeks to be like NIGHT MOVES and THE PARALLAX VIEW, THE DOMINO PRINCIPLE mix up ambiguity and mystery with confusion and boredom. The film is extremely well photographed but even that works against it. Kramer's direction is devoid of any styles. It's a very sunny movie!<br /><br />The acting is fine with Hackman proving he's pretty much incapable of being bad. Widmark and Wallach are suitably nasty and Albert is well cast as Widmark's cruel lackey. Even the usually detestable Mickey Rooney is pretty good as Hackman's sidekick. One oddity however is the casting of Candice Bergen as Hackman's wife. We're told she's done time in prison and she seems to be trying to put on some sort of southern twang. Kramer's idea of making her appear to be trailer trash is to have her wear an ugly brown wig. It's a role better suited for the likes of Valerie Perrine or Susan Tyrell.",Successful
378,"Jamie Foxx is fun but this movie has been done before. The bad guy plays a ""malkovichian"" character from ""In the Line of Fire"". The cops will do anything to find the bad guy - and of course the good guy has two sets of bad guys and one set of cops after him - all the while he is just trying to turn over a new leaf...","Jamie Foxx is fun but this movie has been accomplished before. The bad guy plays a ""malkovichian"" character from ""In the Line of Fire"". The police will do anything to find the bad guy - and of course the good guy has two sets of bad guys and one set of cops after him - all the while he is just trying to turn over a new leaf...",Successful
624,"Cast to die for in a movie that is considerably less. Vanessa Redgrave is dying but before she goes she begins to tell her daughters the story of her life and of her secret love...<br /><br />This is one of those movies which has the look and expectations of being a great film simply because they have so many great actors and actresses in it so it seems to be about something other than the potboiler that it really is. Not bad as such but with Redgrave, Toni Collette, Glenn Close, Meryl Streep, Clare Danes,Natasha Richardson,Eileen Atkins, Patrick Wilson,Hugh Darcy and others (all giving fine performances) you expect more than a weepy story thats a bit more than a harlequin romance.<br /><br />Wait for Cable.","Casting to die for in a movie that is considerably less. Vanessa Redgrave is dying but before she goes she begins to tell her daughters the story of her life and of her secret love...<br /><br />This is one of those movies which has the look and expectations of being a great film simply because they have so numerous great actors and actresses in it so it seems to be about something other than the potboiler that it really is. Not bad as such but with Redgrave, Toni Collette, Glenn Close, Meryl Streep, Clair Danes,Natasha Richardson,Eileen Atkins, Patrick Wilson,Hugh Darcy and others (all giving fine performances) you expect more than a weepy tale theres a bit more than a harlequin romanticism.<br /><br />Awaits for Cable.",Successful
766,"In my knowledge, Largo winch was a famous Belgium comics (never read) telling the adventures of a playboy, a sort of James Bond without the spy life! So, when I had to choose a movie for a 5 years-old kid, I picked it up because the kid was already a great fan of James Bond!<br /><br />But, just after the opening credits, I got heavy doubts: when American movies offer amazing start, here, no action and a torrid sex scene  Then, the story get very complicated with financial moves I thought I lost the kid.<br /><br />But, strangely, he had been caught by Largo, and more than James Bond! <br /><br />Was it the excellent interpretation of Tomer Sisley? The difficult relationship Largo has with his father? The multiple box story in which the friends are the bad guys, the bad guys are the friends? The exotic locations of Honk-Kong, Yougoslavia? <br /><br />Dunno, but he really cares about Largo (""Will he get up?) and we enjoyed our moment.","In my knowledge, Largo winch was a famous Belgium comics (never read) telling the adventures of a playboy, a sort of James Bond without the spy life! So, when I had to choose a movie for a 5 years-old kid, I picked it up because the kid was already a great fan of James Bond!<br /><br />But, just after the opening credits, I got heavy doubts: when American movies offer amazing start, here, no action and a torrid sex scene  Then, the stories get very complicated with financial moves I thought I lost the kid.<br /><br />But, strangely, he had been caught by Largo, and more than James Bond! <br /><br />Was it the excellent interpretation of Tomer Sisley? The difficult relationship Largo has with his father? The multiple box story in which the friends are the bad guys, the bad guys are the friends? The exotic locations of Honk-Kong, Yougoslavia? <br /><br />Dunno, but he really cares about Largo (""Will he get up?) and we enjoyed our moment.",Successful
163,"""The Crush"" is a pleasant enough 40-something friends romantic chick flick for the first two-thirds or so, as it tries to be a Brit ""Sex and the City"". <br /><br />I particularly enjoyed the turn-around of the trophy young hunk whose character is not much fleshed out (come to think of it we didn't see all that much physical flesh of him either and Kenny Doughty is worth seeing more of). <br /><br />They sure make a lot more deal of young man/older woman than was made of the opposite in either version of ""Sabrina"" (neither movie do I like) or for that matter with the Douglas/Zeta-Jones or Dion/Svengali nuptials.<br /><br />Surrounding Andie MacDowell as an ex pat otherwise are welcome familiars from Brit dramas and comedies, such as tart-tongued Anna Chancellor. <br /><br />The plot twists towards the end feel very deus ex machina. But it wasn't until the credits came up at the end that I realized what might really be wrong. Just as with ""Sex and the City,"" the writer/director is male, here first-timer Scot John McKay, and I think he really wanted to do a script about three gay men, probably about them coming out in relation to their lovers and at work (the characters are a school principal, a cop and a doctor), which would have been a better and more interesting movie. The working title for the film was ""The Sad F*cker's Club"" which would have made its parallels with the gay ""Broken Hearts Club"" even more obvious.<br /><br />(originally written 4/6/2002)","""The Crush"" is a pleasant enough 40-something friends romantic chick flick for the first two-thirds or so, as it try to be a Brit ""Sex and the City"". <br /><br />I particularly enjoyed the turn-around of the trophy young hunk whose character is not much fleshed out (coming to thoughts of it we didn't behold all that much physical flesh of him either and Kenny Doughty is worth seeing more of). <br /><br />They sure make a lot more deal of young man/older woman than was made of the opposite in either version of ""Sabrina"" (nor movies do I like) or for that matter with the Douglas/Zeta-Jones or Dion/Svengali nuptials.<br /><br />Surround Andie MacDowell as an ex pat otherwise are welcome familiars from Brit dramas and comedies, such as tart-tongued Anna Chancellor. <br /><br />The plot twists towards the end feel very deus ex machina. But it wasn't until the credits came up at the end that I realized what potentially really be wrong. Just as with ""Sex and the City,"" the writer/director is male, here first-timer Scot John McKay, and I think he really wanted to do a script about three gay male, arguably about them come out in relation to their lovers and at working (the character are a school principal, a cop and a doctor), which would have been a better and more interesting film. The work title for the films was ""The Sad F*cker's Club"" which would have made its parallels with the gay ""Broken Hearts Club"" even more obvious.<br /><br />(originally written 4/6/2002)",Successful
788,"When I sat down to watch this film I actually expected quite a bit, as the plot takes on quite complex issues. Using football as launching pad for the complication also was an interesting approach. Still unfortunately, despite its bravery of dealing with controversial issues as culture clashes between Muslim and western culture, adding generation conflicts and prejudice towards gays/lesbians, it lets you down towards the resolution with a rather simplistic relief to all the suspense built up throughout the film. This leads me to the impression that the makers took on a little too big a task for themselves to tackle, attempting to be more profound then they managed to deal with.<br /><br />However, this does not mean that the film is directly bad, as it's rendering of the conflicts where quite believable and also amusing. The film succeeds in being engaging and entertaining in this matter, but as mentioned above the writers seem to have spun themselves a little too deep. This has led to some quite unrealistic character behaviour towards the end to confront the surging conflicts. By this dropping the ball at a time where the makers could really have shown brilliance taking the film to another level of appreciation.<br /><br />Even if the film does at no point really attempt to be a profound piece of drama, the setting has so much potential in the plot it becomes a disappointment when ""the ball drops"". This way the film moves from being a good and reflected comedy to a standard cliché that becomes ridiculous in its happy-ending. Nothing is left out in the Hollywood like ending. So even if the story is engaging and one can stomach the large amount of montages, one can't help but roll eyes towards the resolution. Personally I was close to shouting ""finish already!!"" at the screen.<br /><br />There were some decent acting in the film, and the two young female central characters had some good moments. So did their parents and other bi-characters. However the handsome Irish coach was an embarrassing piece of acting, that lets the film down quite a bit in terms of realism. He didn't even appear very likable, but rather self involved despite his good deeds, which makes the impending conflict between the girls seem a little strained.<br /><br />I give the film a 4, as it was an engaging story and they sought out a nice perspective to approach the subject from. The script and cast had many good believable characters, giving the audience a chance to recognise either themselves or others. Had the let-downs not been this disappointing, I'd easily give the film a 7 or 8. If you enjoyed this film, I'd recommend the film ""East is East"", which I think is an as good, if not better rendering of cultural conflict, as well as being amusing and engaging.","When I sat down to watch this film I actually expected quite a bit, as the plot takes on quite complex issues. Using football as launching pad for the complication also was an interesting approach. Still alas, despite its bravery of dealing with controversial issues as culture clashes between Muslim and western culture, adding generation conflicts and prejudice towards gays/lesbians, it lets you down towards the resolution with a rather simplistic relief to all the suspense built up throughout the film. This leads me to the impression that the makers took on a little too big a task for themselves to tackle, attempting to be more profound then they managed to deal with.<br /><br />However, this does not mean that the film is directly bad, as it's rendering of the conflicts where quite credible and also amusing. The film succeeds in being engaging and entertaining in this matter, but as mentioned above the writers seem to have spun themselves a little too deep. This has led to some quite unrealistic character behaviour towards the end to confront the surging conflicts. By this dropping the ball at a time where the makers could really have shown brilliance taking the film to another level of appreciation.<br /><br />Even if the film does at no point really attempt to be a profound piece of drama, the setting has so much potential in the plot it becomes a disappointment when ""the ball drops"". This way the film moves from being a good and reflected comedy to a standard cliché that becomes ridiculous in its happy-ending. Nothing is left out in the Hollywood like ending. So even if the story is engaging and one can stomach the large amount of montages, one can't help but roll eyes towards the resolution. Personally I was close to shouting ""finish already!!"" at the screen.<br /><br />There were some decent acting in the film, and the two young female central characters had some good moments. So did their parents and other bi-characters. However the handsome Irish coach was an embarrassing piece of acting, that lets the film down quite a bit in terms of realism. He didn't even appear very likable, but rather self involved despite his good deeds, which makes the impending conflict between the girls seem a little strained.<br /><br />I give the film a 4, as it was an engaging story and they sought out a nice perspective to approach the subject from. The script and cast had many good believable characters, giving the audience a chance to recognise either themselves or others. Had the let-downs not been this disappointing, I'd easily give the film a 7 or 8. If you enjoyed this film, I'd recommend the film ""East is East"", which I think is an as good, if not better rendering of cultural conflict, as well as being amusing and engaging.",Successful
569,"Brilliant book with wonderful characterizations and insights into human nature, particularly the nature of addiction, which still resonate strongly today.<br /><br />As for the movie... eh. Nothing special. The cameraman clearly had an unfortunate addiction to circling and circling and CIRCLING around everything, making the viewer quite nauseous. Why the director didn't put a stop to this is beyond me--but maybe he was too busy trying, and somehow failing, to draw good performances from these normally excellent but inappropriately-cast actors. All in all, a weak adaptation. Your three hours would be better spent reading (or re-reading) the book.","Brilliant book with terrific characterizations and insights into human nature, specially the characters of addiction, which still resonate powerfully today.<br /><br />As for the movies... eh. Nothing particular. The cameraman manifestly had an unfortunate addiction to circling and circling and CIRCLE about everything, making the viewer abundantly nauseous. Why the director didn't put a stopping to this is beyond me--but perhaps he was too busy trying, and somehow failing, to draw good performances from these usually wonderful but inappropriately-cast actors. All in all, a weak adaptation. Your three hours would be better spent reading (or re-reading) the book.",Successful
284,"Just Cause is one of those films that at first makes you wonder quite why it was so heavily slated when it came out - nothing special but competent enough and with an excellent supporting performance from Ed Harris. Then you hit the last third and everything starts to get increasingly silly until you've got a killer with a flashlight strapped to his forehead threatening to fillet Sean Connery's wife (a typically mannered and unconvincing Kate Capshaw) and kid (a very young Scarlet Johannsen) in an alligator skinner's shack. <br /><br />The kind of movie that's probably best seen on a plane, and even then only once.","Just Cause is one of those films that at first makes you wonder abundantly why it was so heavily slated when it came out - nothing especial but competent enough and with an excellent supporting performance from Ed Harris. Afterwards you hit the last third and everything started to get increasingly silly until you've got a killer with a flashlight strapped to his forehead threatening to fillet Sean Connery's wife (a usually mannered and unconvincing Kate Capshaw) and child (a very young Scarlet Johannsen) in an alligator skinner's shack. <br /><br />The kind of movie that's probably best seen on a plane, and even then only once.",Successful
896,"LL Cool J performed much better in this movie that I expected! He did a fabulous job acting as a ""renegade"" cop within a ""renegade"" department. From the very beginning, he does a great job of building viewer empathy for his character and the predicament he's in. He acts as a sort of ""gentle giant"" -- a person whose rough exterior can scare anybody, yet whose heart is clearly in the right place from the very start -- and he does an amazing job. He was quite clearly the best character in the movie.<br /><br />This was certainly a performance that will not win Morgan Freeman any awards. After starring in powerhouse films like the Shawshank Redemption this film was certainly a step down. His role in Edison simply did not allow him to show his true talents as an actor -- and in terms of the conglomeration of characters placed him sadly on a back burner. There are so many ways his character (Moses Ashford) could have taken a more pivotal role. That he didn't was disappointing and a true let-down. I was hoping to see more from him in this film.<br /><br />Timberlake ought to have stayed in the music industry. His portrayal of a young journalist was poorly acted and unpersuasive. This movie is a typical action movie that (at least initially) bears some resemblance to corrupt police affairs LA has experienced in the past. Being an action movie, it has its share of shoot-em-up scenes, blood, and guts. These scenes are typically unrealistic and painfully predictable. Watching the beginning of the movie there is very little suspense as to what will happen at the end -- think of what you would typically expect in a good-cops/bad-cops conflict -- and it bears little resemblance to a REAL police shoot-out.<br /><br />What irked me most was the way Timberlake's character behaved during shoot-out scenes. He starts out having guns and not using them. Then when he finally gets around to using one he fires it as if he's been firing a gun his whole life. Then he runs out of bullets and doesn't have a gun -- and 30 seconds later, without moving or anything -- suddenly has 2 more fully loaded guns AND extra ammo?! Little plot errors like this really ruined the movie for me.<br /><br />If what you are looking for is a blatantly fictional plot in a fantasy world where everything turns out okay, then you'll probably love this movie. Personally, it doesn't matter to me what KIND of movie it is as long as it is realistic. Make me believe that the story is true. This story was so obviously fictional in so many aspects that I came away feeling unsatisfied.","LL Cool J performed much better in this film that I expected! He did a wonderful job acting as a ""renegade"" cop within a ""renegade"" department. From the very beginnings, he does a tremendous job of building viewer empathy for his characters and the predicament he's in. He acts as a kind of ""gentle giant"" -- a person which rough exterior can fright anyone, yet whom heart is clearly in the right placing from the very beginning -- and he does an amazing job. He was quite manifestly the best character in the film.<br /><br />This was definitely a performance that will not win Morgan Freeman any awards. After starring in powerhouse films like the Shawshank Redemption this films was assuredly a steps down. His role in Edison simply did not allow him to exhibition his true talents as an actor -- and in terms of the conglomeration of characters placed him sadly on a back burner. There are so many ways his character (Moses Ashford) could have taken a more essential role. That he didn't was disappointing and a genuine let-down. I was hoping to see more from him in this film.<br /><br />Timberlake should to have stayed in the music industry. His depiction of a young journalist was poorly acted and unpersuasive. This film is a typical action film that (at least initially) bears some likeness to corrupt police affairs LA has experienced in the past. Being an action film, it has its share of shoot-em-up scenes, blood, and innards. These scenes are typically unrealistic and painfully predictable. Watching the beginnings of the movies there is very little suspense as to what will happen at the end -- think of what you would traditionally expect in a good-cops/bad-cops conflict -- and it bears little similarity to a REAL police shoot-out.<br /><br />What infuriated me most was the way Timberlake's character behaved during shoot-out scenes. He begins out having guns and not uses them. Then when he finally gets around to utilizes one he fires it as if he's been firing a gun his entirety life. Then he runs out of bullets and doesn't have a gun -- and 30 second subsequent, without moving or something -- suddenly has 2 more abundantly load guns AND extra ammo?! Little plot mistakes like this truly destroyed the movies for me.<br /><br />If what you are looking for is a blatantly fictional plot in a fantasy world where everything turns out okay, then you'll probably love this movie. Personally, it doesn't matter to me what KIND of movie it is as long as it is realistic. Make me believe that the stories is true. This story was so obviously fictional in so many aspects that I came away feeling unsatisfied.",Successful
649,"This show stinks. For parents, they usually want their kids to watch something good for them. It is usually educational, funny, and bright.<br /><br />Is it educational? No. the Doodlebops sing and that's it. They usually sing about themselves, they don't try teaching anything.<br /><br />Is it funny? No. The Doodlebops instead say something which is not intended as a joke, and laugh at it.<br /><br />Is it bright? It's so bright, it's painful. As far as color,s everything is extremely bright, so that's good. But NOTHING is ever wrong in the world of the Doodlebop's. Therefore, they are always happy. a kid in trouble will become depressed because they have never been exposed to being sad.<br /><br />The show is also extremely cheesy. Every syllable is said to the highest level of exaggeration and very corny. It's overkill.<br /><br />For kids, it's entertaining, but past the age of 2 you won't want your kids to see it. They'll never know how to grow up.","This shows stinks. For parents, they typically want their children to watch something good for them. It is ordinarily educational, funny, and bright.<br /><br />Is it educational? No. the Doodlebops sings and that's it. They traditionally sing about themselves, they don't try teaching anything.<br /><br />Is it funny? Nos. The Doodlebops instead said something which is not intended as a joking, and laugh at it.<br /><br />Is it bright? It's so bright, it's painful. As far as colors,s everything is immensely bright, so that's good. But NOTHING is ever wrong in the world of the Doodlebop's. Therefore, they are always happy. a kid in difficulty will become depressed because they have never been exposed to being sad.<br /><br />The show is also highly cheesy. Every syllable is says to the highest levels of exaggeration and very corny. It's overkill.<br /><br />For child, it's entertaining, but bygone the age of 2 you won't wanna your child to behold it. They'll never know how to grow up.",Successful
387,"Early film directed by D.W. Griffith; it features a gloriously happy King (Arthur V. Johnson) and his Queen (Marion Leonard) - but, wait! When the King leaves the scene, his Queen makes music with the palace's Minstrel (Henry B. Walthall). When the King discovers the lovers, he decides to enact a horrific Edgar Allen Poe-type revenge. It's difficult to believe the lovers can't hear those plotting against them; although the actors are trying to look alternately noisy (the lovers) and quiet (the cement mixers). The sets make ""The Sealed Room"" look very staged. The performances are okay, and the story is easy to follow. <br /><br />*** The Sealed Room (9/2/09) D.W. Griffith ~ Arthur V. Johnson, Henry B. Walthall, Marion Leonard","Early film directed by D.W. Griffith; it features a gloriously happy King (Arthur V. Johnson) and his Queen (Marion Leonard) - but, wait! When the King leaves the scene, his Queen makes music with the palace's Minstrel (Henry B. Walthall). When the King discovers the lovers, he decides to enact a terrifying Edgar Allen Poe-type revenge. It's difficult to believe the lovers can't hear those plotting against them; although the actors are trying to look alternately noisy (the lovers) and quiet (the cement mixers). The sets make ""The Sealed Room"" look very staged. The performances are okay, and the story is easy to follow. <br /><br />*** The Sealed Room (9/2/09) D.W. Griffith ~ Arthur V. Johnson, Henry B. Walthall, Marion Leonard",Successful
111,"There are lots of extremely good-looking people in this movie. That's probably the best thing about it. Perhaps that even makes it worth watching.<br /><br />""Loaded"" tells the story of Tristan Price (Jesse Metcalfe), a young man who's about to make his mark on the world. He's the son of a well-to-do family with a good reputation, and he's on his way to law school. But like so many such settings, things aren't quite as perfect as they appear. The expectations in this family far outweigh the love. Except for school, Tristan's father rarely lets him leave the house. This seems to be the result of some past traumatic event that shook the family, which is partially revealed through flashbacks but isn't spelled out until the very end. Tristan's claustrophobic environment causes him to let loose in very extreme ways at the first possible opportunity, when his friends take him out to a strip club to celebrate his graduation. The celebration soon follows some strippers back to a beach house party, and from there, Tristan befriends Sebastian Cole (Corey Large), who pulls him into a drug dealing underworld.<br /><br />While technically well-made, this movie suffers from a lackluster script and a storyline that isn't very engaging. Also counting against this film are some constant camera tricks that generally seemed annoying and out-of-place, such as slow-motion, fast-motion, freeze-frames and echos. These are the types of effects a director might normally utilize to show a character's perspective while on drugs, except in this case they seem to have been sporadically tossed in at random points, in some cheap attempt at style.<br /><br />Despite its cast of relative unknowns, performances were good all around, most notably with respect to the main antagonist (Corey Large). I suspect we'll be seeing at least a couple of these people in bigger and better projects in the future.<br /><br />Of course, when mentioning the actors, I must mention their looks. Rating based on hotness, this movies scores an 11. The women in this movie are incredible-looking and almost distract you from what a boring movie you're watching. I'm sure the male characters are also quite attractive, but you'll have to ask someone else to comment on that.<br /><br />Overall, I can't recommend this movie, not for buying, renting, or even seeing for free. It's unfortunately just not worth the effort it takes to sit through.","There are lots of extremely good-looking people in this movie. That's probably the best thing about it. Conceivably that even makes it worth watching.<br /><br />""Loaded"" tells the story of Tristan Price (Jesse Metcalfe), a young man who's about to make his mark on the world. He's the son of a well-to-do family with a good reputation, and he's on his way to law school. But like so many such settings, things aren't quite as perfect as they appear. The expectations in this family far outweigh the love. Except for school, Tristan's father rarely lets him leave the house. This seems to be the result of some past traumatic event that shook the family, which is partially revealed through flashbacks but isn't spelled out until the very end. Tristan's claustrophobic environment causes him to let loose in very extreme ways at the first possible opportunity, when his friends take him out to a strip club to celebrate his graduation. The celebration soon follows some strippers back to a beach house party, and from there, Tristan befriends Sebastian Cole (Corey Large), who pulls him into a drug dealing underworld.<br /><br />While technically well-made, this movie suffers from a lackluster script and a storyline that isn't very engage. Also counting against this film are some constant camera tricks that generally seemed bothersome and out-of-place, such as slow-motion, fast-motion, freeze-frames and echos. These are the types of effects a director might traditionally utilize to show a character's perspective while on drugs, except in this case they seem to have been sporadically tossed in at random points, in some cheap attempt at style.<br /><br />Despite its cast of relative unknowns, performances were good all around, most notably with respect to the main antagonist (Corey Large). I suspect we'll be seeing at least a couple of these people in bigger and better projects in the future.<br /><br />Of course, when mentioning the actors, I must mention their looks. Rating based on hotness, this movies scores an 11. The women in this movie are incredible-looking and almost distract you from what a boring films you're watching. I'm sure the male characters are also quite attractive, but you'll have to ask someone else to comment on that.<br /><br />Overall, I can't recommend this movie, not for buying, renting, or even seeing for free. It's unfortunately just not worth the effort it takes to sit through.",Successful
