,original,perturbed,type
950,"I was rooting for this film as it's a remake of a 1970s children's TV series ""Escape into Night"" which, though chaotic and stilted at times was definitely odd, fascinating and disturbing. The acting in ""Paperhouse"" is wooden, unintentionally a joke. The overdubs didn't add tension they only reinforced that I was sat watching a botch. Casting exasperated the dreary dialogue which resulted in relationships lacking warmth, chemistry or conviction. As in most lacklustre films there are a few good supporting acts these people should be comforted, consoled and reassured that they will not be held responsible. Out of all the possible endings the most unexpected was chosen ... lamer than I could have dreamt.<br /><br />""Escape into Night"" deserves a proper remake, written by someone with life experience and directed with a subtle mind.","I was rooting for this film as it's a remake of a 1970s children's TV series ""Escape into Night"" which, though chaotic and stilted at times was definitely surprising, fascinating and disturbing. The acting in ""Paperhouse"" is firewood, unintentionally a joke. The overdubs didn't add tension they only reinforced that I was sat watching a bungled. Casting exasperated the dreary debate which resulted in relationships lacking warmth, chemistry or conviction. As in most lacklustre films there are a few good supporting acts these people should be comforted, consoled and reassured that they will not be held responsible. Out of all the possible endings the most unexpected was chosen ... lamer than I could have dreamt.<br /><br />""Escape into Night"" deserves a proper remake, written by someone with life experience and directed with a subtle mind.",Successful
497,"C'mon guys some previous reviewers have nearly written a novel commenting on this episode. It's just an old 60's TV show ! This episode of Star Trek is notable because of the most serious babe (Yeoman Barrow's) ever used on Star Trek and the fact that it was filmed in a real outdoor location. Unlike the TNG and Voyager series which were totally confined to sound stages.<br /><br />This use of an outdoor location (and babe) gives proper depth and an almost film like quality to a quite ordinary episode of this now dated and very familiar show.<br /><br />Except a few notable exceptions i.e ""The city on the edge of forever"" , ""assignment Earth"" and ""Tomorrow is Yesterday"" The old series of Star Trek needs to be seriously moth-balled and put out of it's boring misery. Half a dozen good episodes from 79 is quite a poor batting average.<br /><br />This is typical of the boring stuff Gene Roddenberry produced back then actually, contrary to popular belief where some people worshiped the ground he walked on, he actually made a LOT of rubbish! He doesn't deserve to be spoken of in the same breath as Irwin Allen for example.<br /><br />Just look at the set of the bridge of the Enterprise from a modern point of view. They used wobbly plywood for the floor, cafeteria chairs with plastic backs and cheap cardboard above the instrument panels. You can clearly see the folds in the paper ! Every expense spared or what !","C'mon guys some previous reviewers have nearly written a novel commenting on this episode. It's just an old 60's TV show ! This episode of Star Trek is notable because of the most serious babe (Yeoman Barrow's) ever used on Star Trek and the fact that it was filmed in a real outdoor location. Unlike the TNG and Voyager series which were totally confined to sound stages.<br /><br />This use of an outdoor location (and babe) gives proper depth and an almost film like quality to a quite humdrum episode of this now orn and very familiar show.<br /><br />Except a few notable exceptions i.e ""The city on the edge of forever"" , ""assignment Earth"" and ""Tomorrow is Yesterday"" The old series of Star Trek needs to be seriously moth-balled and put out of it's bores misery. Half a dozen good episodes from 79 is quite a poor batting average.<br /><br />This is typical of the grim stuff Gene Roddenberry produced back then actually, contrary to popular belief where some people worshiped the ground he walked on, he actually made a LOT of guff! He doesn't deserve to be spoken of in the same breath as Irwin Allen for example.<br /><br />Just look at the set of the bridge of the Enterprise from a modern point of view. They used wobbly plywood for the floor, cafeteria chairs with plastic backs and inexpensive cardboard above the instrument panels. You can clearly see the folds in the paper ! Every expense spared or what !",Successful
905,"Timberlake's performance almost made attack the screen. It wasn't all bad, I just think the reporters role was wrong for him.<br /><br />LL Cool J played the typical rapper role, toughest,baddest guy around. I don't think the cracked a smile in the whole movie, not even when proposed to his girlfriend.<br /><br />Morgan Freeman pretty much carried the whole movie. He was has some funny scenes which are the high point of the movie.<br /><br />Kevin Spacey wasn't good or bad he was just ""there"".<br /><br />Overall it's a Dull movie. bad plot. a lot of bad acting or wrong roles for actors.","Timberlake's performance almost made attack the screen. It wasn't all bad, I just think the reporters role was wrong for him.<br /><br />LL Cool J played the typical rapper role, toughest,baddest guy around. I don't think the cracked a smile in the whole movie, not even when proposed to his girlfriend.<br /><br />Morgan Freeman very deeply carried the whole movie. He was has some funny scenes which are the high point of the movie.<br /><br />Kevin Spacey wasn't good or bad he was just ""there"".<br /><br />Complements it's a Somber film. bad plot. a lot of bad behaved or wrong hallmarks for insiders.",Successful
103,"I have to congratulate the genius who approved this one. Edward Furlong, you're not as good as you think mate, you can't grab on every piece of low-cost amateur crap, which sole intention has to be to get some bucks.<br /><br />The filming is bad, and I mean BAD. Anyone with a camera would get the same result, or better.<br /><br />The acting, lets just say: don't go to the supermarket looking for actors. The good ones usually come with a degree or, at least, have some damn experience! The director.. Mr. Jon Keeyes, please find your purpose in life, as a director you simply suck. Your directing is poor, the angles are all messed up (not in a good way), the lines seem as if they're being read out of toilet paper, and the damn music.. it always comes up when it shouldn't and goes out for no apparent reason. And don't go for writer either, by the way. Making movies isn't like serving on a coffeshop, it requires art and skill, things I really doubt you'll ever have.<br /><br />Instead of making a badass shootout movie, you should've shot this one back to oblivion and wait 'till something good came up.. Or just go find a job on a coffeshop. You'll have less stress and you'll save movie goers some money and a bad night.<br /><br />vote: 1/10 (my first one)","I enjoy to congratulate the genius who empowered this one. Edward Furlong, you're not as opportune as you feels mates, you can't captures on every primal of low-cost amateur hell, which unique strive has to is to get some balls.<br /><br />Both filming is naughty, and I mean NAUGHTY. Cares with a camera would learn the same suite, or better.<brit /><br />Both acting, lets just say: don't go to the boutique looking for actor. The good folks seldom come with a degree or, at least, enjoy some damn experience! The director.. Javier. Jon Keeyes, please achieve your strive in life, as a director you effortlessly breathe. Your guideline is vulnerable, the angles are all awhile up (not in a befitting paths), the lines seem as if they're being read out of toilet paper, and the damn music.. it always comes up when it shouldn't and goes out for no apparent reason. And don't go for writer either, by the way. Making movies isn't like serving on a coffeshop, it requires art and skill, things I really doubt you'll ever have.<br /><br />Instead of making a badass shootout movie, you should've shot this one back to oblivion and wait 'till something good came up.. Or just go find a job on a coffeshop. You'll have less stress and you'll save movie goers some money and a bad night.<br /><br />vote: 1/10 (my first one)",Successful
461,"Already his first claim, that desires are always artificial, is totally fallacious.<br /><br />When a Jehovah Witness reject gets his own documentary on movies  or anything for that matter - it's time for anyone to get their own. Although far, far more intelligent than, say, Paris Hilton (I know, not too difficult) Zizek's mouth spews just as much baloney as hers, just a different kind. He combines the worst from both his professional worlds: psychoanalysis and philosophy. Both fields are notorious for conveniently offering the expert b*lls***osopher plenty of leeway to create unprovable theories, to rant without a beginning or end, and to connect concepts almost randomly, in the process misusing the English language by creating a semantic jumble only a mother can love. Example: there are three main Marx brothers hence what a ""great"" idea to connect them with three levels of human consciousness, the id, the ego and the super-ego. I'm kind of surprised he didn't play a clip from ""Snowhite"" and make an analogy between the seven dwarfs and the seven levels of Gahannah (Moslem hell). It's like the premise of Schumacher's ""The Number 23"": play with numbers long enough, and you can come up with any kind of cockamamie theory you want, even linking Ancient Greeks with Princess Di's death.<br /><br />However, there is an entertainment element to TPGTC: watching a raving lunatic sweat like a hog while uttering delusional chants masked as intellectual analysis can be quite a lot of fun. Why watch ""Cuckoo's Nest"" or any other madhouse drama when you can have Zizek for more than 2 hours? It's like watching an amusing train wreck. Admittedly, he is almost funny on one or two occasions.<br /><br />I have always been mystified by people who desperately try to elevate movie-making into an exalted intellectual social science. Giving idiotic movies like ""Birds"" this much thought, hence this much credit, probably has its fat creator laughing in his grave. The raw truth is that the vast majority of movies have zero intellectual value, and the few ones that do have some intelligence don't require a shrink-turned-philosopher to draw one a map to understand them  unless one is a complete idiot. Zizek sees layers and layers of meaning in the most banal movies. Hallucinogenic drugs must be rather popular and cheap in Slovenia these days...<br /><br />When Zizek showed the bathtub hole in the ""Psycho"" shower scene, I thought he was going to say something about galactic black holes; how they drain the life out of stars just as the bathtub hole sucks in Janet Leigh's blood. Or perhaps he could have said how the hole represents Leigh's vagina, with the blood flowing into it instead of out (as in menstruation), this representing some kind of ""clever (Zizekian) irony"". Speaking of which, the real irony is that if Hitchcock had really put that much thought into every scene (and the script), his movies wouldn't have been the illogical, far-fetched crap that they often are. The point of these bathtub hole analogies was to show just how easy it is to improvise about ""hidden, deep meanings"". And when you add Zizek's fanciful terminology from philosophy and psychology, layering these terms on top of these analogies like wedding cake decorations, you get a rambling jumble that can instantly impress the uneducated - i.e. the easily impressionable and the gullible.<br /><br />Zizek utters a number of (unintentionally) funny things here, one of the most absurd ideas being when he associates Anthony Perkins's cleaning of the bloodied bathroom with ""the satisfaction of work, of a job well done"". Don't laugh... Neither Hitchcock nor the writer of ""Psycho"" could have ever even vaguely entertained this notion that Perkins might be enjoying a job well done - the cleaning of a blood-stained toilet - while they were conceiving/directing that scene. Talk about putting words into one's (dead) mouth, but in the context of misinterpreting what the director had to ""say"".<br /><br />I like Zizek's initial thoughts on Tarkovsky's terrific ""Solaris"", but then he has to ruin a rare good impression by dragging in ""anti-feminism"" and other nonsense into his theory.<br /><br />Zizek's attitude towards logic is that of a dog toward its plastic bone. ""I just want to play with it all day!"" Logic has its rules, and is not supposed to be raped - at least not publicly - by the likes of him. He seems to regard logic, proof, common-sense, and reason as enemies or mere throwaway toys; concepts to be either avoided, twisted to fit the end-goal, or simply annihilated. Zizek is the LSD-tripped hippie, and all his favorite movies are his own personal ""2001""s.<br /><br />The fact that Zizek over-focuses on two of the most overrated directors - and ones whose films often LACK intelligence, if anything - such as Hitchcock and Lynch, only further diminishes his already low credibility. I was surprised De Palma didn't feature more prominently; that's another lame director who writes inept scripts. Zizek has a field day with Lynch's incomprehensible ""Lost Highway"". There are just as many interpretations of that movie as there are people who watched it.<br /><br />Zizek's comment that the viewer readily accepts von Trier's laughable, ""ground-breaking"" physical set-up in ""Dogville"" made me snicker. <br /><br />However, Zizek doesn't only make up stuff as he goes along, he also indulges heavily in the ""bleedin' obvious"". Like all ""social scientists"" (an oxymoron), he wraps his very trite ""observations"" into articulate (if full of spitting) and sometimes complex blankets of language. After all, sociology functions in precisely the same way: it makes us believe we are hearing something new when in fact it's what we already all know, but told in an eloquent way - which fools the more unobservant listener.<br /><br />I was half-expecting for men in white suits to suddenly appear out of nowhere and strap him up in a loonie-suit...<br /><br />Slavoj Zizek: soon as a stalker in a kid's park near you.<br /><br />http://rateyourmusic.com/list/Fedor8/150_worst_cases_of_nepotism/","Already his first claim, that desires are always artificial, is keenly fallacious.<br /><br />When a Jehovah Witness reject gets his own documentary on movies  or anything for that matter - it's time for anyone to get their own. Although far, far more intelligent than, say, Paris Hilton (I know, not too difficult) Zizek's bec spews just as much baloney as hers, just a different kind. He combines the strongest from both his professional worlds: psychoanalysis and philosophy. Both fields are notorious for conveniently offering the expert b*lls***osopher plenty of leeway to create unprovable theories, to rant without a beginning or end, and to connect concepts almost randomly, in the process misusing the English language by creating a semantic jumble only a mother can love. Example: there are three main Marx brothers hence what a ""great"" idea to connect them with three levels of human consciousness, the id, the ego and the super-ego. I'm kind of surprised he didn't play a clip from ""Snowhite"" and make an analogy between the seven dwarfs and the seven levels of Gahannah (Moslem hell). It's like the premise of Schumacher's ""The Number 23"": play with numbers long enough, and you can come up with any kind of cockamamie theory you want, even linking Ancient Greeks with Princess Di's death.<br /><br />However, there is an entertainment element to TPGTC: watching a raving lunatic sweat like a hog while uttering delusional chants masked as intellectual analysis can be quite a lot of fun. Why watch ""Cuckoo's Nest"" or any other madhouse drama when you can have Zizek for more than 2 hours? It's like watching an amusing train wreck. Admittedly, he is almost funny on one or two occasions.<br /><br />I have always been mystified by people who desperately try to elevate movie-making into an exalted intellectual social science. Giving nutty movies like ""Birds"" this much thought, hence this much credit, probably has its fat creator laughing in his grave. The raw truth is that the vast majority of movies have zero intellectual value, and the few ones that do have some intelligence don't require a shrink-turned-philosopher to draw one a map to understand them  unless one is a complete idiot. Zizek sees layers and layers of meaning in the most banal movies. Hallucinogenic drugs must be rather popular and cheap in Slovenia these days...<br /><br />When Zizek showed the bathtub hole in the ""Psycho"" shower scene, I thought he was going to say something about galactic black holes; how they drain the life out of stars just as the bathtub hole sucks in Janet Leigh's blood. Or perhaps he could have said how the hole represents Leigh's vagina, with the blood flowing into it instead of out (as in menstruation), this representing some kind of ""clever (Zizekian) irony"". Speaking of which, the real irony is that if Hitchcock had really put that much thought into every scene (and the script), his movies wouldn't have been the illogical, far-fetched crap that they often are. The point of these bathtub hole analogies was to show just how easy it is to improvise about ""hidden, deep meanings"". And when you add Zizek's fanciful terminology from philosophy and psychology, layering these terms on top of these analogies like wedding cake decorations, you get a rambling jumble that can instantly impress the uneducated - i.e. the easily impressionable and the gullible.<br /><br />Zizek utters a number of (unintentionally) funny things here, one of the most absurd ideas being when he associates Anthony Perkins's cleaning of the bloodied bathroom with ""the satisfaction of work, of a job well done"". Don't laugh... Neither Hitchcock nor the writer of ""Psycho"" could have ever even vaguely entertained this notion that Perkins might be enjoying a job well done - the cleaning of a blood-stained toilet - while they were conceiving/directing that scene. Talk about putting words into one's (dead) mouth, but in the context of misinterpreting what the director had to ""say"".<br /><br />I like Zizek's initial thoughts on Tarkovsky's terrific ""Solaris"", but then he has to ruin a rare good impression by dragging in ""anti-feminism"" and other nonsense into his theory.<br /><br />Zizek's attitude towards logic is that of a dog toward its plastic bone. ""I just want to play with it all day!"" Logic has its rules, and is not supposed to be raped - at least not publicly - by the likes of him. He seems to regard logic, proof, common-sense, and reason as enemies or mere throwaway toys; concepts to be either avoided, twisted to fit the end-goal, or simply annihilated. Zizek is the LSD-tripped hippie, and all his favorite movies are his own personal ""2001""s.<br /><br />The fact that Zizek over-focuses on two of the most overrated directors - and ones whose films often LACK intelligence, if anything - such as Hitchcock and Lynch, only further diminishes his already low credibility. I was surprised De Palma didn't feature more prominently; that's another lame director who writes inept scripts. Zizek has a field day with Lynch's incomprehensible ""Lost Highway"". There are just as many interpretations of that movie as there are people who watched it.<br /><br />Zizek's comment that the viewer readily accepts von Trier's laughable, ""ground-breaking"" physical set-up in ""Dogville"" made me snicker. <br /><br />However, Zizek doesn't only make up stuff as he goes along, he also indulges heavily in the ""bleedin' obvious"". Like all ""social scientists"" (an oxymoron), he wraps his very trite ""observations"" into articulate (if full of spitting) and sometimes complex blankets of language. After all, sociology functions in precisely the same way: it makes us believe we are hearing something new when in fact it's what we already all know, but told in an eloquent way - which fools the more unobservant listener.<br /><br />I was half-expecting for men in white suits to suddenly appear out of nowhere and strap him up in a loonie-suit...<br /><br />Slavoj Zizek: soon as a stalker in a kid's park near you.<br /><br />http://rateyourmusic.com/list/Fedor8/150_worst_cases_of_nepotism/",Successful
208,"I watched Cabin by the Lake this afternoon on USA. Considering this movie was made for TV is was interesting enough to watch the sequel. So, I tune in for the airing this evening and was extremely disappointed. I knew I wouldn't like the movie, but I was not expecting to be perplexed by the use of DV (digital video). The movie would have been tolerable if it wasn't for these juxtaposed digital shots that seemed to come from nowhere. I expected the plot line to be tied in with these shots, but there seemed to be no logical explanation. (WARNING: THE FOLLOWING MAYBE A SPOILER!!!!) The open ending in Cabin by the Lake was acceptable, but the open ending on the sequel is ridiculous. I can only foresee Return of Return to The Cabin by the Lake being watch able is if the movie was shown up against nothing, but infomercials at 4 o'clock in the morning.","I watched Cabin by the Lake this afternoon on USA. Considering this movie was made for TV is was interesting enough to watch the sequel. So, I tune in for the airing this evening and was impressively indignant. I knew I wouldn't like the movie, but I was not expecting to be perplexed by the use of DV (digital video). The movie would have been tolerable if it wasn't for these juxtaposed digital shots that seemed to come from nowhere. I expected the plot line to be tied in with these shots, but there seemed to be no logical explanation. (WARNING: THE FOLLOWING MAYBE A SPOILER!!!!) The open ending in Cabin by the Lake was acceptable, but the open ending on the sequel is comical. I can only foresee Return of Return to The Cabin by the Lake being watch able is if the movie was shown up against nothing, but infomercials at 4 o'clock in the morning.",Successful
852,"The original was a good movie. I bought it on tape and have watched it several times. And though I know that sequels are not usually as good as the original I certainly wasn't expecting such a bomb. The romance was flat, the sight gags old, the spoken humor just wasn't. This may not have been the worst movie I've ever seen but it comes close.","Both original was a good movie. I procuring it on tape and have watched it several times. And though I know that sequels are not usually as good as the original I certainly wasn't expecting such a bomb. The romance was stable, the sight pleasantries old, the spoken humor just wasn't. This may not have been the shittiest movie I've ever seen but it comes close.",Successful
724,"Lulu (Louise Brooks) works as a typist and is missing something in her life. She enters a Miss France contest against the wishes of her boyfriend Andre (Georges Charlia) and she wins. She sets off for the Miss Europe title leaving her boyfriend behind. She wins again but returns home to Andre because he has asked her to. Once back together, her life becomes mundane again so one night she writes a note to him and leaves to experience the fame that is waiting for her as Miss Europe. Andre follows her.....<br /><br />This film is a silent film with a piano music-track all the way through. It is also sped-up so everything seems fast. Limited dialogue has been added on afterwards and it is very phony. The cast are alright bearing in mind that it is a silent film. The best part of the film comes at the end but the story goes on a little too long. After watching this, I'm not really sure what the big deal was over the looks of Louise Brooks - she has a terrible haircut that makes her face look fat. I don't need to watch it again.","Lulu (Louise Brooks) works as a penmanship and is missing something in her life. She enters a Miss France contest against the wishes of her boyfriend Andre (Georges Charlia) and she wins. She sets off for the Miss Europe title leaving her boyfriend behind. She wins again but returns home to Andre because he has asked her to. Once back together, her life becomes mundane again so one night she writes a note to him and leaves to experience the fame that is waiting for her as Miss Europe. Andre follows her.....<br /><br />This film is a silent film with a piano music-track all the way through. It is also sped-up so everything seems fast. Limited dialogue has been added on afterwards and it is very deceptive. The cast are alright bearing in mind that it is a silent film. The best part of the film comes at the end but the story goes on a little too long. After watching this, I'm not really sure what the big deal was over the looks of Louise Brooks - she has a horrid haircut that makes her face look fat. I don't need to watch it again.",Successful
30,"I have not seen many low budget films i must admit, but this is the worst movie ever probably, the main character the old man talked like, he had a lobotomy and lost the power to speak more than one word every 5 seconds, a 5 year old could act better. The story had the most awful plot, and well the army guy had put what he thought was army like and then just went over the top, i only watched it to laugh at how bad it was, and hoped it was leading onto the real movie. I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight. I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit. Awful simply awful.","I have not seen many low budget films i must grateful, but this is the shittiest movie ever probably, the main character the old man talked like, he had a lobotomy and lost the power to speak more than one word every 5 seconds, a 5 year old could act better. The story had the most scary plot, and well the army guy had put what he thought was army like and then just went over the top, i only watched it to laugh at how bad it was, and hoped it was leading onto the real movie. I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight. I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every tremendous landscape of the film in the beginning music bit. Appalling effortlessly scary.",Successful
445,"This show is painful to watch ...<br /><br />It is obvious that the creators had no clue what to do with this show, from the ever changing ""jobs"", boyfriends, and cast. It appears that they wanted to cast Amanda Bynes in something ... but had no idea what, and came up with this crappy show. They cast her as a teen, surrounded by twenty and thirty somethings, and put her in mostly adult situations at repeatedly failed attempts at comedy. Soon, they realize that she needs a ""clique"" and cast people in their late 20s to try to pass as teenagers.<br /><br />How this show survived 4 seasons is beyond me. Somehow, ABC has now decided that it is a ""family"" show, and thrown it into it's afternoon lineup on ABC Family.","This show is poignant to watch ...<br /><br />It is obvious that the creators had no clue what to do with this show, from the ever changing ""jobs"", boyfriends, and cast. It appears that they wanted to cast Amanda Bynes in something ... but had no idea what, and came up with this squalid show. They cast her as a teen, surrounded by twenty and thirty somethings, and put her in mostly adult situations at repeatedly failed attempts at comedy. Soon, they realize that she needs a ""clique"" and cast people in their late 20s to try to pass as teenagers.<br /><br />How this show survived 4 seasons is beyond me. Everytime, ABC has now decided that it is a ""family"" show, and thrown it into it's afternoon lineup on ABC Family.",Successful
54,"This has to be the worst piece of garbage I've seen in a while.<br /><br />Heath Ledger is a heartthrob? He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. <br /><br />Orlando Bloom is a heartthrob? With the scraggly beard and deer-in-the-headlights look about him, I can't say I agree.<br /><br />Rachel Griffiths was her usual fabulous self, but Geoffrey Rush looked as if he couldn't wait to get off the set. <br /><br />I'm supposed to feel sorry for bankrobbers and murderers? This is a far cry from Butch Cassidy, which actually WAS an entertaining film. This was trite, cliche-ridden and boring. We only stayed because we were convinced it would get better. It didn't.<br /><br />The last 10-15 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel, and women and children are dying because of their presence. That's not funny. But it was funny when they walked out of the hotel with the armor on, because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say ""I'll bite yer leg off!"" We were howling with laughter, as were several other warped members of the audience. When we left, pretty much everyone was talking about what a waste of time this film was.<br /><br />I may not have paid cash to see this disaster (sneak preview), but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.","These has to is the finest piece of dustbin I've seen in a while.<br /><br />Heath Ledger is a heartthrob? He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. <br /><br />Orlando Bloom is a heartthrob? With the scraggly beard and deer-in-the-headlights look about him, I can't say I agree.<br /><br />Rachel Griffiths was her usual fabulous self, but Geoffrey Rush looked as if he couldn't wait to get off the set. <br /><br />I'm supposed to feel sorry for bankrobbers and murderers? This is a far cry from Butch Cassidy, which actually TOTALLED an entertaining film. These was trite, cliche-ridden and blunt. We only stayed because we were convinced it would get better. It didn't.<br /><br />The last 10-15 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel, and women and children are dying because of their presence. That's not offbeat. But it was funny when they walked out of the hotel with the armor on, because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say ""I'll bite yer leg off!"" We were howling with laughter, as were several other warped members of the audience. When we left, pretty much everyone was talking about what a lose of time this film was.<br /><br />I may not have paid cash to see this perils (sneak preview), but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.",Successful
361,"I'm trying to picture the pitch for Dark Angel. ""I'm thinking Matrix, I'm thinking Bladerunner, I'm thinking that chick that plays Faith in Angel, wearing shiny black leather - or some chick just like her, leave that one with us. Only - get this! - we'll do it without any plot, dialogue, character, decent action or budget, just some loud bangs and a hot chick in shiny black leather straddling a big throbbing bike. Fanboys dig loud bangs and hot chicks in shiny black leather straddling big throbbing bikes, right?""<br /><br />Flashy, shallow, dreary, formulaic, passionless, tedious, dull, dumb, humourless, desultory, barely competent. Live action anime without any action, or indeed any life. SF just the way Joe Fanboy likes it, in fact. :(","I'm trying to picture the pitch for Dark Angel. ""I'm thinking Matrix, I'm thinking Bladerunner, I'm thinking that chick that plays Faith in Angel, wearing shiny black leather - or some chick just like her, leave that one with us. Only - get this! - we'll do it without any plot, dialogue, character, decent action or budget, just some loud bangs and a hot chick in shiny black leather straddling a big throbbing bike. Fanboys dig loud bangs and hot chicks in shiny black leather straddling big throbbing bikes, right?""<br /><br />Flashy, shallow, humdrum, formulaic, passionless, tricky, humdrum, dumb, humourless, desultory, just adept. Live action anime without any action, or indeed any life. SF just the trajectory Joe Fanboy likes it, in fact. :(",Successful
685,"One scene demonstrates the mentality of ""Terminator Woman"" pretty well: Karen Sheperd and another woman are trying to escape from the villain's camp. Karen runs across an armed guard, who points his gun at her, but after a few seconds throws it away and challenges her to a fight. Karen kicks him in the balls, picks up the gun and runs away! Then again, when a film is directed by a martial artist and written / produced by another member of his family, you know you shouldn't expect too much. Karen Sheperd and Jerry Trimble do get some amusing banter going early on, and the film might have turned out better if it had focused more on their love-hate relationship. But after about 20 minutes they get separated, and the film slows to a crawl, and even with the occasional fight scene to liven things up, it lacks excitement. The finale has Trimble fighting Qissi inside a cave and Sheperd going womano-a-womano against the beautiful Ashley Hayden on a speedboat, but the fights are intercut in a way that breaks their flow and diminishes their value. On the positive side, kudos to the costuming department for giving Karen the chance to show spectacular cleavage throughout the film! (*1/2)","One scene demonstrates the mentality of ""Terminator Woman"" pretty well: Karen Sheperd and another woman are trying to escape from the villain's camp. Karen runs across an armed guard, who points his gun at her, but after a few seconds throws it away and challenges her to a fight. Karen kicks him in the balls, picks up the gun and runs away! Then again, when a film is directed by a martial artist and written / produced by another member of his family, you know you shouldn't expect too much. Karen Sheperd and Jerry Trimble do get some amusing banter going early on, and the film might have turned out better if it had focused more on their love-hate relationship. But after about 20 minutes they get separated, and the filmmakers slows to a crawl, and even with the occasional fight scene to liven things up, it rarity thrills. The finale has Trimble fighting Qissi inside a cave and Sheperd going womano-a-womano against the beautiful Ashley Hayden on a speedboat, but the fights are intercut in a way that breaks their flow and diminishes their value. On the positive side, kudos to the costuming department for giving Karen the chance to show spectacular cleavage throughout the film! (*1/2)",Successful
332,"...okay, maybe not all of it. Lured by the false promise of bikini-clad women on the movie's cover...but the HORROR...THE HORROR... ...whatever you do, do NOT watch this movie. Gouge out your eyes, repeatedly bash your skull in...do what it takes. Never again--never forget!<br /><br />","...okay, maybe not all of it. Lured by the false promise of bikini-clad women on the movie's cover...but the HORROR...THE HORROR... ...whatever you do, makes NICHT watch this film. Chisels out your eyes, repeatedly bashes your skull in...achieve what it takes. Never again--never forget!<br /><br />",Successful
85,"Of the three titles from Jess Franco to find their way onto the Official DPP Video Nasty list (Devil Hunter, Bloody Moon and Women Behind Bars) this is perhaps the least deserving of notoriety, being a dreadfully dull jungle clunker enlivened only very slightly by a little inept gore, a gratuitous rape scene, and loads of nudity.<br /><br />Gorgeous blonde Ursula Buchfellner plays movie star Laura Crawford who is abducted by a gang of ruthless kidnappers and taken to a remote tropical island inhabited by a savage tribe who worship the 'devil god' that lurks in the jungle (a big, naked, bulging-eyed native who likes to eat the hearts of nubile female sacrifices).<br /><br />Employed by Laura's agent to deliver a $6million ransom, brave mercenary Peter Weston (Al Cliver) and his Vietnam vet pilot pal travel to the island, but encounter trouble when the bad guys attempt a double-cross. During the confusion, Laura escapes into the jungle, but runs straight into the arms of the island's natives, who offer her up to their god.<br /><br />Franco directs in his usual torpid style and loads this laughable effort with his usual dreadful trademarks: crap gore, murky cinematography, rapid zooms, numerous crotch shots, out of focus imagery, awful sound effects, and ham-fisted editing. The result is a dire mess that is a real struggle to sit through from start to finish (It took me a couple of sittings to finish the thing), and even the sight of the luscious Buchfellner in all of her natural glory ain't enough to make me revisit this film in a hurry.","Of the three titles from Jess Franco to find their way onto the Official DPP Video Nasty list (Devil Hunter, Bloody Moon and Women Behind Bars) this is perhaps the least deserving of notoriety, being a dreadfully uninspiring jungle clunker enlivened only very slightly by a little inept gore, a gratuitous rape scene, and loads of nudity.<br /><br />Gorgeous blonde Ursula Buchfellner plays movie star Laura Crawford who is abducted by a gang of ruthless kidnappers and taken to a remote tropical island inhabited by a savage tribe who worship the 'devil god' that lurks in the jungle (a big, naked, bulging-eyed native who likes to eat the hearts of nubile female sacrifices).<br /><br />Employed by Laura's agent to deliver a $6million ransom, brave mercenary Peter Weston (Al Cliver) and his Vietnam vet pilot pal travel to the island, but encounter trouble when the bad guys attempt a double-cross. During the confusion, Laura escapes into the jungle, but runs straight into the arms of the island's natives, who offer her up to their god.<br /><br />Franco directs in his usual torpid style and loads this nutty effort with his classic scary trademarks: brothel gore, murky panorama, rapid zooms, numerous brisket shots, out of focus imagery, scary solid impacting, and ham-fisted changing. The aftermath is a dire devastation that is a real combating to sit through from start to finish (It took me a couple of sittings to finish the thing), and even the sight of the luscious Buchfellner in all of her natural glory ain't enough to make me revisit this filmmaking in a hurry.",Successful
