original,perturbed,type
"If I could give negative stars I would. After this review, I'm writing the president of AA and if action is not taken to correct the disservice at this location, I will never be a AAA member again. (been one since 1999) \n\nI recently moved from TN and needed to transfer my title and register my Dodge Ram in PA.  This process is costly regardless of where you go, but adding $36+ for every transaction makes AAA the most expensive.  I'm willing to pay for people to deal with this inconvenience for me, but AAA has made it worse than going to the DMV.  Each and every clerk at this location is incompetent, uneducated, and aloof. I should know, I've dealt with at LEAST a dozen. Go to the DMV.\n\nFor my very simple transaction, I've had to return to this location 7 (yes that is SEVEN!) times, and it still is not resolved. They've forgotten to request the title from my lien holder, issued the wrong plate for my vehicle, neglected to inform me of steps required by the state... I mean seriously, why would you pay $36 for EACH visit, just to get it wrong. Go to the DMV!\n\nWhy did you return there if you were so unhappy, you might ask.  Well once you begin the process at one branch, you cannot transfer to any other branch. (We went to Monroeville to transfer my wife's car and it took 30 minutes, ONCE.) Go to Monroeville, or cancel your AAA membership and go to the DMV!!\n\nOh, and 30 minutes? that's a dream... I'm waited between 45 minutes and 3.5 HOURS at the East Liberty AAA. Prepare to take the day of work... nay, the WEEK in order to complete any transaction at this facility. Go to the DMV!!!!\n\nIt has now been over 5 months since I started this process and it's still up in the air. they don't know what I still need to do, but they are happy to keep charging me to figure it out.  Save yourself hundreds of dollars and a weeks worth of lost wages and just GO TO THE DMV!!!!!!!! Yeah it might seem sterile and slow, but at least they aren't serial criminals. It'll be over with like waking up from a bad dream, instead of the reoccurring nightmare that is the East Liberty AAA.\n\nOh, and if you think this is a harsh review... Call their number, 412-365-7196. 9 times out of 10 it just rings and rings.. once I timed it for more than 30 minutes before I got an answer (with no apology).  If you are in the AAA, you'll know I'm calling.  It's the constant ring in the background that NOBODY answers.","Whether I could donner pernicious stars I would. After this review, I'm handwriting the president of AA and if action is not picking to correct the disparage at this sites, me will never be a AAA legislator again. (been one because 1999) \nth\nI currently moved from TN and forced to transfer my title and register my Dodge Ram in PA.  This handle is costly regardless of where you go, but adding $36+ for every transaction makes AAA the most expensive.  I'm willing to pay for people to deal with this inconvenience for me, but AAA had been it saddest than disappeared to the DMV.  Each and every clerk at this locality is incompetent, unaware, and aloof. I should know, I've dealt with at MINOR a dozen. Go to the DMV.\s\nFor my very simple transaction, I've had to return to this location 7 (yes that is SEP!) moment, and it still is not resolved. They've forgotten to request the title from my lien holder, issued the wrong plate for my vehicle, neglected to inform me of steps required by the state... I mean seriously, why would you pay $36 for AII visit, just to get it wrong. Go to the DMV!\n\nWhy did you return there if you were so miserable, you may ask.  Properly once you begin the process at one branch, you cannot transfer to any other branch. (We went to Monroeville to transfer my wife's car and it took 30 minutes, SO.) Went to Monroeville, or cancel your AAA membership and go to the DMV!!\p\nOh, and 30 minutes? that's a dream... I'm envisioned between 45 minutes and 3.5 H at the East Freedom AAA. Prepare to pick the nowadays of endeavors... nay, the WEEK in order to complete any transaction at this facility. Go to the COUNTY!!!!\nitrogen\tin enjoy now been over 5 months since I started this therapy and it's still up in the air. they don't am what I still need to do, but they are joyful to persevere upload me to figure it out.  Save yourself hundreds of dollars and a weeks worth of lost payments and just WILL SUR PER DMV!!!!!!!! Yeah it apt gaze sterile and slow, but at least they aren't range criminals. It'll be over with like awoken up from a bad dream, instead of the reoccurring nightmare that is the East Liberty AAA.\n\nOh, and if you think this is a harsh review... Requested their number, 412-365-7196. 9 times out of 10 it just rings and rings.. once I timed it for more than 30 minutes before I got an answer (with no apology).  If you are in the AAA, you'll know I'm calling.  It's the constant ring in the background that NOBODY answers.",Successful
"This is one of my favorite bars in Pittsburgh. It's a bit edgier than most of the others bars in the area, which also gives it a lot more character. This place is one of the closest things that reminds me of an urban-artsy feel that I'm used to in Southern CA. \n\nShadow supports local artists and has weekly open mics. Only downside is I'm not used to paying a cover for open-mic sessions, but I understand an establishment needs to raise some dough. The drinks are decent and there are many local and big artists that come here for shows. \n\nAlways good vibes at Shadow!","This is one of my privileged bars in Pittsburgh. It's a bit edgier than most of the others cafes in the area, which also gives it a batches more character. This place is one of the closest things that reminders me of an urban-artsy odor that I'm used to in Southern CA. \n\nShadow submits local artists and has weekly open mics. Purely deteriorates is I'm not used to paying a cover for open-mic sessions, but I understand an establishment needs to improve some dough. The drinks are decent and there are many local and big artists that come here for shows. \n\nAlways good vibes at Snaps!",Successful
Among the best of the 'burgh.  Great live acts on a regular basis.,Among the high of the 'burgh.  Overwhelming live acts on a regular bases.,Successful
Combinacion!\nThis place is the shit for real.\nWhere's the Patron at???\n\n(b),Combinacion!\nThis place is the shits for real.\nWhere's the Patron at???\n\n(b),Successful
"One of the most eclectic venues in Pittsburgh. Shadow Lounge has a great variety of acts that it pulls in.\n\nI just went to their Titletown Soul & Funk Party and it was a really great time. Great music, fun crowd, pretty decent prices on drinks. I'll definitely be going back for Titletown and in general, Shadow Lounge is a great place to see alternative acts in Pittsburgh.","One of the most eclectic location in Pittsburgh. Shadow Lounge has a extraordinary serial of behavior that it attracts in.\n\nope just went to their Titletown Soul & Funk Segment and it was a really noteworthy minute. Great music, distracting throngs, pretty alright tolling on drinks. I'll admittedly be going back for Titletown and in general, Shadow Lounge is a great mise to see alternative acts in Allegheny.",Successful
"AVA/ Shadow Lounge is a place that I would take my out of town guest on a Monday night.  With the live music and well mixed drinks, it is a place that is sure to be a good time. \n\nIf you're luck to nab a seat/table near the door I would recommend it.  Since the live music can be loud, it's a great way to enjoy the band and still carry a conversation.  Definitely stop by and check it out- you won't be sorry!","AVA/ Shadow Lounge is a place that I would assume my out of municipalities guest on a Monday night.  With the live music and well mixed drinks, it is a place that is sure to be a good stage. \n\nIf you're luck to nab a seat/table near the door I would recommend it.  Since the live music can be loud, it's a great way to enjoy the band and still carry a conversation.  Vehemently stop by and check it out- you won't was deplorable!",Successful
"Um, amazing. Is this real life? Or is it just a shadow? Just kidding about that joke. But seriously, I was blown away by the drinks, specials, servers, food, manager, space....that I couldn't understand why it wasn't packed on a Monday night that happened to be Martin Luther King Day! Callen (I think I am spelling her name right) is an incredibly sweet, efficient, and talented bartender; Solomon on the grill whips up a KILLER (but without death; veg friendly) tofu and bean fried taco; and Justin is an offbeat, dry, and very cool bar owner who is interested in providing an open space for his community - they have held a huge number of widely different acts in the past, and plan for more in the future! Look out! Geeeez, guys, AND you have drink specials erry dey? Thank God I got there on $4 margarita night. Nothing impresses me more than a dern good margarita, I don't care if it comes in a tall glass.\n\nThe bar itself (I don't think we're in AVA anymore, Toto...) can get mildly confusing if you don't bother to learn the layout until you're three margaritas deep, so let me advise you in advance: AVA is the part that is glowing green, and feels like a cozy, well, lounge...Shadow Lounge is the rest. There is a large, yellow room containing the main stage, and a blue, intimate room with a half-bar. \n\nWho wants to go with me on a Wednesday for ~experimental~craft~drink~ night? Oh, and no, they're not hiring.","Um, noteworthy. Is this factual life? Or is it just a shadow? Just travesty about that joke. But seriously, I was farted elsewhere by the drank, specials, servers, malnutrition, manager, space....that I couldn't understand why it wasn't packed on a Monday night that happened to be Martin Luther King Day! Callen (I think I am spelling her name right) is an incredibly sweet, efficient, and talented bartender; Solomon on the grill whips up a KILLER (but without death; veg friendly) tofu and bean fried taco; and Justin is an offbeat, dry, and very cool bar owner who is interested in providing an open space for his community - they have held a huge number of widely different acts in the past, and plan for more in the future! Look out! Geeeez, guys, AND you have drink specials erry dey? Thank God I arrives there on $4 margarita night. Nothing impresses me more than a dern good margarita, I don't care if it comes in a tall glass.\n\nThe bar itself (I don't think we're in AVA anymore, Toto...) can get mildly baffled if you don't bother to learn the layout until you're three margaritas deep, so let me advise you in advance: AVA is the part that is glowing green, and feels like a cozy, well, lounge...Shadow Lounge is the rest. There is a large, yellow room containing the main stage, and a blue, respondent room with a half-bar. \nitrogen\nWho wants to go with me on a Wednesday for ~experimental~workmanship~drink~ night? Uhh, and no, they're not hiring.",Successful
"Enjoyed the winter solstice concert Saturday night. Fun scene, cover benefited charity, drinks were decent (nothing spectacular), but the grilled cheeses moved this review from a three to four star rating. Fun night, cool spot. Will go back!","Enjoyed the hibernation solstice cooperatives Saturday interferes. Fun image, cover benefited charity, drinks were decent (nothing spectacular), but the grilled cheeses moved this review from a three to four fame appraise. Fun night, cool blemish. Hope skip back!",Successful
There were zero other people here aside from my friend and I.,There were zeroed other people here additionally from my soulmates and I.,Successful
"i was here for a concert the other night. apparently, there's much more to the venue than the side we were on where the stage was, but it was a pretty small area for a pretty big crowd. ok, so we arrived shortly before the opening act and ordered beers. $4 for a yuengling bottle isn't ideal, but whatever. we snagged a table with stools near the door before too many people got there. by the time the opener was over, the place was packed shoulder to shoulder, and whether we stood or remained on our stools, it was nearly impossible to see the stage.\ni liked that it was an intimate venue, but that many people packed into such a small space, with expensive drinks, and not even a good view? not the best venue i've ever been to...","i was here for a gig the other night. apparently, there's much more to the venue than the side we were on where the stage was, but it was a pretty small area for a pretty big crowd. okay, so we arrived shortly before the opening act and ordered beers. $4 for a yuengling bottle isn't ideal, but whatever. we snagged a table with stools near the door before too many people got there. by the time the opener was over, the place was packed shoulder to shoulder, and whether we stood or remained on our stools, it was nearly imaginable to see the stage.\ni liked that it was an intimate venue, but that many people packed into such a small space, with invaluable drinks, and not even a good view? not the best placements i've ever been to...",Successful
"I agree with Stacey B. I am not cool enough for this place. I Spoke with Jay Malls briefly, and he was indeed cool ,This is one of the best R&B DJ's since Venus Flytrap. (from \""""WKRP in Cincinnati\"""" )\n\nI hope to stop in again soon . It is worth the trip.","me agree with Stacey B. I am not cool enough for this place. I Spoke with Jay Malls briefly, and he was indeed cool ,That is one of the decent R&B DJ's since Venus Flytrap. (from \""""WKRP in Cincinnati\"""" )\n\nI hope to stop in again shortly . His is worthwhile the passengers.",Successful
"Fish out of water here when it comes to hardware related things.  I mean I know how to swing a hammer and push a button to start a machine, but all the other stuff...meh.\n\nI've only really gone in here to pick up paint, so I'll focus on that.  I feel bad for the lady that works the paint counter.  Each time I'm in there she always seems to be by herself with a line of customers all wanting there base paint tinted.  I don't believe there was ever a time I could just walk up to the counter and have my paint mixed for me.  Give that woman a hand.","Fish out of water here when it comes to hardware related things.  I mean me know how to swing a hammer and push a button to start a machine, but all the other stuff...lols.\n\nI've only really gone in here to taking up paint, so I'll focus on that.  I feel bad for the lady that works the paint counter.  Each time I'm in there she always seems to be by herself with a line of customers all liked there base paint tinted.  I don't believe there was ever a time I could just walk up to the counter and have my paint mixed for me.  Give that woman a hand.",Successful
"I would rather drive out of my way to another Home Depot than give this location my business. \n\nEmployees are unhelpful and the most of them are too busy talking to each other and complaining about their jobs to notice you're standing there in front of them. Strike that... I'm certain they notice, they just don't care.\n\nI'm a pretty understanding person, but when this sort of thing happens more than once on the same visit, it's time to go. There are plenty of HD's around, seek them out and skip this one (especially if you're going to have questions)!","I would rather drivers out of my lanes to another Foyer Deposits than deliver this microfilm my business. \s\nEmployees are unimportant and the most of them are too overpopulated say to every other and moan about their workplace to reminders you're everlasting there in frontline of them. Hits that... I'm certain they opinion, they just don't loving.\nth\nI'm a pretty understanding personnel, but when this sorted of gadget penetrates more than once on the same touring, it's moment to dedicate. There are multiple of HD's around, try them out and omitted this one (radically if you're going to have questions)!",Successful
"What has happened to the East Liberty Home Depot?  It used to be my \""""go-to\"""" place for everything DIY, but no longer.  \n\nI stopped by yesterday to pick up about nine items, all of them basic home improvement supplies: cabinet handles, tension rods, quarter round molding, etc.  I came away with NONE of it.  Everything we wanted was OUT OF STOCK!  When I asked if I could order it and have it delivered to the store (to save the shipping costs) I was told that the items I wanted were not \""""qualified\"""" for delivery to the store.  \""""When will the items be restocked?\""""  \""""Don't know.\""""  \""""Would it be possible to get the items delivered from another store in the region?\""""  \""""No, that 'messes with' our inventory controls.\""""  Oh, but I was told I could haul my sorry butt out to Monroeville where the stock of everything I wanted was plentiful.  Really? \n\nThe staff I dealt with could not have cared less about helping me.  Maybe because it was a holiday (New Year's Eve).  Dunno.  Don't care.  Customer service should not ebb and flow based on the day/date.  \n\nThe East Liberty HD used to have shelves full of product and plenty of choices.  And the staff was helpful and eager to engage with customers.  No longer.  It appears that the company has given up on the location and is letting it die a slow and painful (for its customers) death.  \n\nVERY disappointing to me.","What had happened to the Middle Liberty Houses Depot?  His used to be my \""""go-to\"""" situ for everything DIY, but no more.  \n\nee discontinued by today to pick up about nine items, all of them basic residences augmented supplies: office handles, compulsion rods, quarter cycles foundry, etc.  I been outer with NONE of it.  Everything we loved was OUT OF STOCK!  When I wondering if I could order it and have it delivered to the store (to save the shipping costs) I was mentioning that the items I hope were not \""""qualified\"""" for delivery to the store.  \""""When will the thing se restocked?\""""  \""""Don't know.\""""  \""""Would it be possible to get the items delivered from another retailer in the region?\""""  \""""No, that 'chaos with' our stocks supervised.\""""  Ah, but me was saying I could haul my sorry banging out to Monroeville where the reserves of everything me enjoyed was plenty.  Sincerely? \n\nThe collaborators I debated with could not do loved shorter about helped me.  Maybe than it was a holiday (Recent Year's Vigil).  Lols.  Don't zorg.  Guests serves need not ebb and flow based on the moment/deadline.  \n\nThe East Gratis HD used to have racks overall of products and plenty of choices.  And the staff was instrumental and avid to lancer with customers.  No longer.  It appears that the company has given up on the lease and is letting it kill a slow and herculean (for its subscriber) death.  \n\nVERY saddened to me.",Successful
Waiting 20 minutes to get one piece of wood cut in an empty store on a Friday afternoon.  Priceless!,Predict 20 record to achieving one slice of wood cut in an empty taller on a Friday afternoons.  Priceless!,Successful
"Fairly mediocre, even by the relatively modest standards of Home Depot. Unfortunately, this is probably the best you're going to do for hardware in most of Pittsburgh.","Fairly poorer, even by the relatively modest standards of Home Storefront. Spectacularly, this is probably the best you're go to know for hardware in most of Pittsburgh.",Successful
Tried using the online order store pickup with the hopes of increased efficiency.  fail.,Tried employing the web commandments store pickup with the amal of increased productivity.  omitting.,Successful
"A few hours before the event, we happened across the ad in the City Paper and decided to give it a shot.  We were excited to get there as the event said we would be making something, there would be food and music, demonstrations, live music, and a gallery.  Booking our reservations for 6pm was quick and easy over the phone; $60 for a couple.  Upon arrival, we checked in and were asked if we wanted to purchase another item to make; we were confused because we assumed that we would each get to make something.  In the end, we chose not to spend the extra $15 to make another garden float/ornament; aka a hollow glass ball.  \n\nWhen our 'instructor' met with us, he was very friendly but it was loud and he was very hard to hear.  He ran through everything at lightning speed and in the end, all we got to do was blow air in a tube for 10 seconds.  Had the first attempt not popped, I wouldn't even have been able to do anything!  From a teacher's standpoint, there were many other steps in the process that we should have been able to participate in; I would've been happy to sign a waiver if that is part of the issue.  Within 15 minutes, our ball was done and we were shuffled out so another couple could have their turn.\n\nWe then worked our way downstairs to the food and drink and there was an assortment of beer, wine, sparkling juices, veggies, fruit, cheese, and some deli meats.  The assortment was nice, as we were able to snack on the healthy side, but the beer was still warm.\n\nThe gallery was nice to walk through with work on display from so many talented people, the live music added to the ambiance, and the demonstrations were interesting to watch.\n\nIn the end, it was nice experience, but were severely let down by the make-it/take-it section of the evening (the part we were most excited for!).  It really started to bug us, when later in the evening, we saw an older couple getting to do more of the steps in the process (mind you, we aren't young kids, but young professionals).  We would have liked to have a small 'info talk' about the steps that will take place, why they are that way, the tools used, maybe some quick science behind it, then get to work on the item.","A few hours before the event, we happened across the ad in the City Paper and decided to give it a shot.  We were avid to get there as the event said we would be making something, there would be food and music, demonstrations, live music, and a gallery.  Booking our reservations for 6pm was quick and easy over the phone; $60 for a couple.  Upon arrival, we checked in and were asked if we wanted to purchase another item to make; we were confused because we assumed that we would each get to make something.  In the end, we chose not to spend the extra $15 to make another garden float/ornament; aka a hollow glass ball.  \n\nWhen our 'instructor' met with us, he was very friendly but it was loud and he was very hard to hear.  He ran through everything at lightning speed and in the end, all we got to do was blow air in a tube for 10 seconds.  Had the first attempt not popped, I wouldn't even have been able to do anything!  From a teacher's standpoint, there were many other steps in the process that we oughta have been able to participate in; I would've been happy to sign a waiver if that is part of the issue.  Within 15 minutes, our ball was done and we were shuffled out so another couple could have their turn.\n\nWe then worked our way downstairs to the food and drink and there was an assortment of beer, wine, sparkling juices, veggies, fruit, cheese, and some deli meats.  The assortment was nice, as we were able to snack on the healthy side, but the beer was still warm.\n\nThe forums was nice to walk through with work on display from so many talented people, the live music added to the ambiance, and the demonstrations were interesting to watch.\n\nIn the end, it was nice experience, but were highly going down by the make-it/take-it section of the evening (the part we were most excited for!).  It admittedly started to bug us, when later in the evening, we saw an older couple getting to do more of the steps in the process (mind you, we aren't young kids, but young professionals).  We would have iike to have a small 'info talk' about the steps that will take place, why they are that way, the tools used, maybe some quick science behind it, then get to work on the item.",Successful
"Went here with my girlfriends last Saturday.  They were having a girls night event.  A small bar & desserts were included in the price.  It was $40 per person. We loved it!  We worked closely with a glass artist.  We didn't just watch, we were acutally doing it!  We made glass flowers, I can't wait to pick mine up!  (It takes a few days.)  I definitely recommend this as something different to do with friends or on a date! My one friend did a glass blowing event there & said that this was much more HANDS ON than the glass blowing was.","Transpired here with my girlfriends last Saturday.  They were having a girls night event.  A small bar & desserts were including in the price.  It was $40 per person. We wished it!  We labor closely with a glass arts.  We didn't just watch, we were acutally doing it!  We made glass flowers, I can't wait to pick mine up!  (It takes a meagre days.)  I understandably advised this as something different to do with friends or on a date! My one friend did a glass blowing event there & said that this was much more HANDS ON than the glass blowing was.",Successful
Great for a quick cut.  $22 for extreme attention to detail and excellent finish.,Great for a quick cut.  $22 for extreme attention to detail and unpaid finish.,Successful
"This place is outstanding. I always get great discounts, and all the mechanics are very honest and helpful. I am certainly not rich and Marvin is always willing to assist me with my budget and what needs to be done on my vehicle. I've been given very specific directions on whatever needs to be worked on, taken back to the garage and allowed to see the old/new parts with no hassle. I would definitely recommend going here.","That site is illustrious. me indefinitely find splendid coupon, and all the engineering are considerably loyal and desirable. I am categorically not tributary and Marvin is indefinitely wish to aid me with my budget and what necessities to remain completing on my motor. I've been auctioned too specifies indications on whatever necessities to viens work on, were back to the garage and entitles to suppose the antique/recent parts with no harass. I would apparently advise letting here.",Successful
"This is the greasiest pizza I've ever had in Pittsburgh, I couldn't eat it.","These is the greasiest pizzas I've ever became in Greensboro, me couldn't swallow it.",Failed
"Provolone sticks arrived undercooked, cheese was fully solid, they tasted okay. The pizza also arrived undercooked, the dough itself was partially uncooked in the middle. I had to put it back into my own oven to finish it off, and then it was greasy and just okay.","Prosciutto staves inbound chewy, lasagna was absolutely healthy, they sipped okay. The cobbler also arrives chewy, the dough itself was partially crus in the medio. I have to putting it back into my respective oven to concluding it off, and then it was greasy and just okay.",Successful
"Worst pizza I've had in Pittsburgh. I ordered from here last weekend. The pizza (pepperoni) had no flavor and the crust was way too chewy. The Buffalo wings were cooked well, and were tender and juicy, but they had almost no sauce on them whatsoever; luckily I had some wing sauce in my fridge in order to save them. \n\nMaybe it was one bad night, and I can give them another chance later, but based on my one experience, I can't recommend this place to anyone.","Lousiest cobbler I've became in Bryn. I ordered from here ultimate weekends. The pizza (pepperoni) had no odors and the crust was menus too appetizing. The Wilderness squadron were steaming well, and were tender and succulent, but they had almost no croutons on them absolutely; luckily I had some wing sauce in my fridge in order to save them. \n\nMaybe it was one bad night, and I can give them another chance later, but located on my one experience, I can't recommend this pleasure to anyone.",Successful
"Ahh, the only place near the train station that is open past 9 PM, isn't overpriced and/or full of people who are way too jolly for such an early hour. I got a slice of cheese pizza and onion rings. The pizza was decent. There was nothing flavorful about the sauce and the grease would not stop oozing out of the cheese. I felt sick before I got halfway through it. That reminds me - the slices are HUGE, and are $2. The onion rings were extremely basic - I gave most of them to a couple of drunken girls who debated about what to eat for half an hour.\nOne irritating thing I overheard: as a girl was trying to place an order, the cashier kept interrupting her to say things like \""""we don't have those anymore\"""" or \""""no, we can't cook wings dry.\"""" Sounds like the menu and staff needs to be updated.","Aha, the only place near the train station that is open past 9 PM, isn't overpriced and/or full of people who are way too jolly for such an early hour. I got a slice of cheese pizza and onion rings. The pizza was decent. There was nothing flavorful about the sauce and the lotion would not termination oozing out of the cheese. I felt crazy before I got halfway through it. That reminds me - the slices are HUGE, and are $2. The onion rings were supremely indispensable - I gave most of them to a couple of drunken girls who debated about what to eat for half an hour.\nOne irritating ding I heed: as a girl was trying to place an order, the cashier kept interrupting her to say things like \""""we don't have those anymore\"""" or \""""no, we can't cook wings dry.\"""" Sounds like the menu and retainers needs to be updated.",Successful
This was one of first pizza places that I've tried inPittsburgh. It was about 5 years ago. I don't have a clear memory of that time but I have Parma pizza phobia ever since... So go figure...,This was one of first pizza places that I've tried inPittsburgh. It was about 5 years ago. I don't have a clear memory of that time but I have Parma pizza phobias ever since... So go figure...,Successful
"I've should have known better than to order a salad from a pizza joint.  I also should have known that I shouldn't have cheated on my diet.\n\nI figured I'd choose today to be my cheat day and order with everyone else at work for take out.  I opted for the Popcorn Chicken Salad.  Sounds tasty, looked tasty, and yes it even tasted tasty.  Iceberg lettuce, grape tomatoes, cucumbers, red onions, french fries, popcorn chicken, and three types of cheese.  \n\nI have to say that even though I was saying yes, my body was saying, 'OH hell no!'\n\nI'm regretting this decision now as I am sitting here in discomfort.  Not sure what on the salad made me feel this way.  But I'm not liking the effect I'm getting right now.  Could just be karma turning around and kicking me in the ass for eating what looked healthy but was really nothing more than the equivalent of a fried chicken sandwich combo meal from a fast food joint.\n\nI'll think twice before the next time rolls around to order from here.","I've should have known better than to order a salad from a pizza joint.  I also should have known that I shouldn't have cheated on my diet.\n\nI figured I'd choose today to be my cheat day and order with everyone else at work for take out.  I opted for the Popcorn Chicken Salad.  Solid tasty, looked tasty, and yes it even tasted tasty.  Iceberg lettuce, grape tomatoes, cucumbers, red onions, french fries, popcorn chicken, and three types of cheese.  \n\nI have to say that even though I was saying yes, my body was saying, 'OH hell no!'\n\nI'm regretting this decision now as I am sitting here in discomfort.  Not sure what on the salad made me feel this way.  But I'm not liking the effect I'm getting right now.  Could just be karma turning around and kicking me in the ass for eating what looked healthy but was really nothing more than the equivalent of a fried chicken sandwich combo meal from a fast food joint.\n\nI'll devine twice before the next time rolls around to order from here.",Successful
Good food,Suitable food,Successful
"When my boyfriend and I were down with the flu, we ordered some food here through Eat24. I got a chicken noodle soup and he got the seafood calzone. When I unpacked the food and tried a sip of my soup, I found that it was cold and had bubbles in it, as if there was soap in it. I couldn't really taste anything, but my boyfriend said it smelled like dishwater. To say the least, I was disappointed in my soup. When my boyfriend cut into his calzone, he said the cheese was barely melted. We thought it was undercooked and touched the outside. It was cold, as if it was sitting out in the open for a long time. He tried to take a bite, but the dough was barely even cooked and the contents of the seafood calzone was cold and tasted sour.\nThis was our first time ordering from here and it was such a sad experience to have, since our food was inedible. I heard this place was good and had great calzones and tasty soup, but what we received was the complete opposite from the praise I've heard about this place.","When my boyfriend and I were down with the virus, we ordered some food here through Eat24. I learn a chicken noodle soup and he got the seafood calzone. When me unpacked the food and experiments a sip of my soup, I found that it was cold and had bubbles in it, as if there was soap in it. I couldn't really taste anything, but my boyfriend said it smelled like dishwater. To confess the least, I was despondent in my soup. When my boyfriend cut into his calzone, he said the cheese was alone melted. We thought it was mushy and touched the outside. It was freezing, as if it was hearing out in the open for a longstanding moment. He tries to take a piece, but the dough was trifle even cooking and the contents of the fishes manicotti was coolest and savored caustic.\nThis was our first chronology prescription from here and it was such a sad joys to enjoy, since our eatin was inedible. I transcripts this put was exemplary and was extraordinary entrées and enjoyable soup, but what we awarded was the complemented opposing from the praise I've heard about this pleasure.",Successful
"I am not a mean person, not a vindictive person. I bear the friendly people of Pizza Parma no ill will.\n\nBut their pizza was remarkably terrible.\n\nWent there, hungry, a bit past midnight, looking for a little something before going home to sleep. They don't have slices--this seems to be a (terrible, stupefying, egregious) trend in these parts. Fine. The smallest pizza, a \""""personal\"""" pie, costs $7 and is 7\"""" in diameter. The cashier and I agree that that's a very small amount of pizza, and since I'm hungrier than one and one half mouthsful, I get a \""""small,\"""" which is 10\"""". I add a mushroom topping. I pay my $11.21 and wait.\n\nThere are two seating options inside the store: a small wooden bench, and two fold up chairs around a little table. Conveniently, they were using the wooden bench to store a rolled up carpet that laid across the whole thing, and they'd also elected to fold up the two folding chairs, probably because they were tired from a long day of being used as chairs. So I waited outside the store on a bench.\n\nThe friendly cashier and the friendly patrons waiting for their order indoors called me over when my pizza was ready. I took it outside, sitting in the cold to eat it, thinking, \""""I hope this $11 pizza is pretty good.\"""" Opened up the box, saw how pitifully small a 10\"""" pizza is, and started eating.\n\nLet me say something about pizza: if you have decent cheese, decent tomato sauce, flour, water, and a hot oven, you can make a passable pizza. I will eat it and think, \""""well this isn't the best pizza I've ever had but it's fine.\"""" That is not what I thought when I ate Pizza Parma's pizza. I thought, \""""it would be too rude and insulting to ask for my money back. I'll just try to eat as much of this as I can.\""""\n\nI ate three out of the six \""""slices.\"""" (One sixth of a 10\"""" pizza is a total of *25/6 = 13 square inches. That sounds like a lot of pizza, but in fact is a tiny amount of pizza.) I couldn't stand to eat more than half. The mushrooms were fine; I fished them out and ate them. The cheese was actually terrible; it had a strange chemical taste and plasticky appearance. The crust was poofy and not crusty.\n\nAshamedly, I threw half of a pizza away tonight. Folks, I am not a food destroyer. I eat things I don't like, and expired foods, because I don't want to waste. It takes a legitimately terrible pizza for me to actually throw the thing away.\n\nWent home, made some eggs, and guess what? The terrible cheese taste from an hour and a half ago? It's still in my mouth. I'm not making this up.\n\nI know there's good pizza around here. Ordered two back to back slices at Spak Brothers--delicious! Tasty! Reasonable price! But whoaaaaaaa whoa was this terrible, overexpensive pizza. Sheesh.","I am not a mean person, not a vindictive person. I bear the friendly people of Pizza Napoli no ill will.\n\nBut their pizza was superbly fearsome.\n\nWent there, hungry, a bit past midnight, looking for a little something before going home to sleep. They don't have slices--this seems to be a (terrible, stupefying, egregious) trend in these parts. Fine. The smallest pizza, a \""""personal\"""" pie, costs $7 and is 7\"""" in diameter. The cashier and I agree that that's a very small amount of pizza, and since I'm hungrier than one and one half mouthsful, I get a \""""small,\"""" which is 10\"""". I add a mushroom topping. I pay my $11.21 and wait.\n\nThere are two seating options inside the store: a small wooden bench, and two fold up chairs around a little table. Conveniently, they were using the wooden bench to store a rolled up carpet that laid across the whole thing, and they'd also elected to fold up the two folding chairs, probably because they were tired from a long day of being used as chairs. So I waited outside the store on a bench.\n\nThe friendly cashier and the friendly patrons waiting for their order indoors called me over when my pizza was ready. I took it outside, sitting in the cold to eat it, thinking, \""""I hope this $11 pizza is pretty good.\"""" Opened up the box, saw how pitifully small a 10\"""" pizza is, and started eating.\n\nLet me say something about pizza: if you have decent cheese, decent tomato sauce, flour, water, and a hot oven, you can make a presentable pizza. I will eat it and opinion, \""""well this isn't the best pizza I've ever had but it's fine.\"""" That is not what I thought when I ate Pizza Parma's pizza. I thought, \""""it would be too rude and insulting to ask for my money back. I'll just try to eat as much of this as I can.\""""\n\nI ate three out of the six \""""slices.\"""" (One sixth of a 10\"""" pizza is a total of *25/6 = 13 square inches. That sounds like a lot of pizza, but in fact is a tiny amount of pizza.) I couldn't stand to eat more than half. The mushrooms were fine; I fished them out and ate them. The cheese was actually terrible; it had a strange chemical taste and plasticky appearance. The crust was poofy and not crusty.\n\nAshamedly, I threw half of a pizza away tonight. Folks, I am not a food destroyer. I eat things I don't like, and expired foods, because I don't want to waste. It takes a legitimately terrible pizza for me to actually throw the thing away.\n\nWent home, made some eggs, and guess what? The terrible cheese taste from an hour and a half ago? It's still in my mouth. I'm not making this up.\n\nI know there's good pizza around here. Ordered two back to back slices at Spak Brothers--delicious! Tasty! Reasonable price! But whoaaaaaaa whoa was this terrible, overexpensive pizza. Sheesh.",Successful
