original,perturbed,type
"Service was okay, at best. I wouldn't go there again.  They quoted me at thousands of dollars of repairs for my car to pass inspection.  I took it somewhere else and had it done for a fraction of the quote.","Serve was okay, at upper. I wouldn't dedicate there again.  They say me at milla of centimes of remedies for my car to enacting control.  I assumed it somewhere else and enjoys it finalized for a divide of the footnote.",Failed
Don't go. I got more problems and sounds on my car after I spent $800 there. unbelievable!,Don't go. I got more themes and sounds on my car after I spent $800 there. unbelievable!,Successful
"This place is looking to make money and rip you off.  The door of my car had a dent in it for over three years when I took it here for my annual inspection.  Never before did anywhere else have a problem with it, but this place said they would not pass it.  Weird how it passed inspection 3 times already with no other place mentioning the door being a problem.  Never giving this place any business again, I went to a different Meineke in Homestead where they are helpful and work with you.","This situ is pursuing to afford fund and popped you off.  The fatma of my audi lasted a tit in it for over four centuries when me been it here for my yearly checking.  Nothin before could anywhere else did a hardship with it, but this location declared they would not passing it.  Odd how it expired cheques 3 epoch already with no other pleasure speaks the stargate being a turmoil.  Forever pays this put any undertaking again, me turned to a dissimilar Meineke in Homestead where they are reasonable and cooperate with you.",Failed
"OK, so I admit that I was underwhelmed by Cafe Zinho when I first went, a few years ago.  And then I didn't go for a long time.  A few months back, my husband and I randomly decided to give it another try, and boy am I glad we did!  It's fantastic, and has quickly become part of our regular line up.\n\nI'll say again that I'm not certain how the food is Portuguese.  That being said, it is mighty delicious.  I love the personal service.  I love the corn bread.  The starters are phenomenal, to the point where I sometimes think that the entrees are superfluous.  But when we get them, they are lovely too.  I love the ambiance.  In short, I owe Cafe Zinho an apology.","OK, so I admit that I was underwhelmed by Diner Zinho when I first went, a few years ago.  And then I didn't go for a long time.  A few months back, my husband and I randomly decided to give it another try, and boy am I glad we did!  It's admirable, and has quickly become part of our regular line up.\n\nI'll say again that I'm not certain how the food is Portuguese.  That being said, it is mighty glamorous.  I cared the personal service.  I love the corn bread.  The starters are impressive, to the point where I sometimes think that the entrees are superfluous.  But when we obtains them, they are lovely too.  I cared the ambiance.  In short, me owe Cafe Zinho an apology.",Successful
"My wife and I have been here a number of times and it's gotten better each time. Some tips:\n\n- stick with the appetizers. Every one we've had is fantastic. The entrees are fine, but nothing special. The apps, on the other hand, are truly first rate.\n- eat as much of their bread as your stomach will let you. Holy crap it's good!\n- It's BYO, so make sure to bring your favorite bottle of wine.\n- On a nice day, inside, but by the big window/door to the left. It let's in a nice breeze and makes the meal fantastic.\n\nTry this place, you won't regret it.","My wife and I have been here a quantity of times and it's gotten softer any time. Some tips:\n\n- carrot with the guacamole. Overall one we've had is glamorous. The entrees are fine, but nothing special. The apps, on the other hand, are admittedly first rate.\n- eat as much of their bread as your stomach will let you. Holiest crap it's good!\n- It's BYO, so make sure to assume your favorite bottle of wine.\n- On a nice day, inside, but by the big window/door to the left. It let's in a nice breeze and makes the meal noteworthy.\p\nTry this placement, you won't condolences it.",Successful
"Lamb burger was outright bad(tasted off and charred). We shared and together only ate half. The filet was decent but not $25 worth of decent. Waiter was kind and the ambience is romantic but at the end of the day the food just wasn't that good. There are lots of great byo's in the city and in my opinion, this isn't one of them.","Lamb burger was unconditionally pernicious(tasting off and smolder). We communicate and together only ate half. The sirloin was exemplary but not $25 worth of decent. Caterer was kind and the ambience is sloppy but at the shuts of the moment the grocery just wasn't that good. There are lots of great byo's in the city and in my opinion, this isn't one of them.",Successful
"I've eaten here once after having it suggested by numerous people, I was totally disappointed with the service, food, and the place itself, I will not be headed back......ever\nSave your money, or starve either would be a better option","I've eaten here once after adoption it suggested by dissimilar people, I was unconditionally foils with the department, devouring, and the locations itself, I will not be steer back......ever\nSave your money, or deprivation either would be a advisable option",Successful
"We stopped by for the first time on a cold Friday night around 9:30. We made sure to have reservations, as the place is pretty small. It's BYOB and we didn't bring our own wine because we weren't in a drinking mood, but once we sat down we realized this was the kind of place where you needed a bottle of wine. The decor is like an slightly charming mess of old furniture, clean table clothes, and scarves draped over the windows of the converted garage. We sat right by the door and right under the old dresser that the owners stand at. \n\nThe food was good. We ordered the tomato garlic bisque, which was delicious. The stuffed peppers with crab and goat cheese were tasty, but the plate was super hot and the peppers were cold, so that was a bit off. For main courses we ordered the salmon and the lobster ravioli. The salmon was great. It w cooked well and had a dill cream sauce on it. It was supposed to be served with risotto, but instead came with a dried cake of old creamy looking rice. I ignored that and ate the steamed and grilled veggies they used to garnish the plate. The lobster ravioli was amazing, but instead of coming in it's own sauce, they simply poured on the tomato garlic bisque that we had already ordered as a first course. After reading mixed reviews about this place, I was pleasantly surprised, \n\nThis place was a hot mess with slightly cold food, but I really liked it.","We stopped by for the first time on a cold Friday night around 9:30. We made sure to have reservations, as the place is pretty small. It's BYOB and we didn't bring our own wine because we weren't in a drinking mood, but once we sat down we realized this was the kind of place where you needed a bottle of wine. The decor is like an slightly charms mess of old furniture, clean table clothes, and scarves draped over the windows of the converted garage. We sat right by the door and right under the old dresser that the owners stand at. \n\nThe food was adequate. We ordered the tomato garlic bisque, which was delicious. The stuffed peppers with crab and goat cheese were tasty, but the plate was super hot and the peppers were cold, so that was a bit off. For main courses we ordered the salmon and the lobster ravioli. The salmon was great. It w cooked well and had a dill cream sauce on it. It was supposed to be served with risotto, but instead came with a dried cake of old creamy looking rice. I ignored that and ate the steamed and grilled veggies they used to garnish the plate. The lobster ravioli was amazing, but instead of coming in it's own sauce, they simply poured on the tomato garlic bisque that we had already ordered as a first course. After reading mixed reviews about this place, I was pleasantly surprised, \n\nThis place was a hot mess with slightly cold food, but I admittedly liked it.",Successful
"The adjectives that come to mind when I think of Cafe Zinho are cute, quaint, cozy and in a random area. I don't think I would have stumbled upon this place just upon chance. I made a reservation for three on a Tuesday night at 7. My two friends were already there and then... there was just me in the restaurant, which scared me a little bit but I have to have faith in my fellow Yelpers. \n\nThe waitress was an adorable woman who was so friendly, helpful and enthusiastic about the dishes in a quiet manner. You just wanted to pinch her cheeks or something. Anyway she gave us some bread which was sweet, unlike many of the other restaurants breads that I have had, which I enjoyed. We ordered the goat cheese for an appetizer which was just so ooey and gooey deliciousness and then for the piece de resistance ordered the sea bass special that night which had capers, a potato, rice and some roasted vegetables. Great light combination and not too heavy. The size of the sea bass was like of the entire whole fish. To top it off we had the rice pudding dessert which was similar to flan but I thought this was so tasty. I kind of want one right now as I am typing this review.\n\n\nI am so glad I went to Cafe Zinho finally and would happily come back here again.","The adjectives that entrance to bother when me knew of Bistro Zinho are handsome, meandering, squeamish and in a disorganised zoning. I don't ideology I would enjoy shuddered upon this putting just upon expectations. I incurred a preserves for three on a Tonight overnight at 7. Mia three coworkers were already there and then... there was just me in the dietary, which appalled me a lesser bite but I received to receive dogma in my fellow Yelpers. \nitrogen\nThe waitress was an nice females who was why amigo, helpful and enthusiastic about the dish in a shh manner. You just hope to pinch her rubbed or something. Anyway she effected our some bakery which was sugary, unlike large of the other dinner pretzels that me enjoys had, which I experimented. We ordered the goat cheese for an appetizer which was just so ooey and gooey weirdness and then for the piece de resistance ordered the sea bass special that night which had capers, a potato, rice and some roasted vegetables. Overwhelming light combination and not too heavy. The size of the sea bass was like of the entire whole fish. To top it off we had the rice pudding dessert which was similar to flan but I thought this was well tasty. I kind of want one right now as I am typing this review.\n\n\nI am so thankful I went to Cafe Zinho finally and would happily come back here again.",Successful
"Shopping at Whole Foods this afternoon made us hungry and as we had no plans for dinner, my wife thought of Cafe Zinho, which is nearby.  I called and they said they were quite busy but if I could get there quickly, they had an open table for us.  Before hanging up they reminded me to bring a bottle of wine if I wanted one.  We made a quick stop at the nearby wine and spirits shoppe, bought a Spanish red, and showed up at Cafe Zinho.  They offered us the choice of two tables and immediately opened our wine, and brought over two nice stems.  The waiter gave us menus, described the daily specials and gave us time to mull it over.  We both ordered the soup of the day, a pumpkin bisque, my wife just ordered their Zhino side salad as her entree, and I chose a lamb burger (not Elysian Fields lamb, I asked).  Our waiter brought us a basket of what I suspect to be Portuguese bread.  It had a delicious sweetness. Our soups came out fairly quickly.  The bowls held a hearty serving of the delicious (and filling) cream soup.  After clearing our empty bowls our waiter bought out our entrees.  My wife's side salad was large, as side salads go.  She was quite pleased with it.  It had baby greens, tomato, olives, hearts & reduced red wine vinaigrette.  I had a taste and agreed with her assessment.  My lamb burger was huge!  It was at least an inch thick and was topped with feta and fruit chutney.  It came with a salad that filled any remaining space on the plate not taken up by the burger.  Note to self- do not order a salad if you're going to order the lamb burger!  I ordered the burger cooked medium-well, even though the waiter sort of tried to talk me into medium.  It came out just the way I wanted it, with just a hint of pink in the middle, and full of delicious juices.  My wife agreed that it was extremely yummy!  I cut the burger in half and managed to eat one of the halves along with about half the salad before I ran out of room.  My wife made it about halfway thru her salad by then, and she too gave up.  We asked for doggie bags and our waiter packed our meals up in containers and put them in a plastic bag for us.  It was a very nice meal and dining experience.  We noticed that the hostess greeted most people who came thru he door by name.  Obviously there are a large group of regulars who dine here often.\nPros: BYOB, tasty food, reasonable noise level, outdoor sidewalk dining is available seasonally, friendly and attentive service (if a bit unpolished).\nCons:  Ambience (it originally was a gas station) and there is nothing fancy about the funky decor, tables are packed every which way into the available interior space.","Storage at Whole Foods this afternoon made us hungry and as we had no plans for dinner, my wife thought of Cafe Zinho, which is nearby.  I called and they said they were quite busy but if I could get there quickly, they had an open table for us.  Before hanging up they reminded me to bring a bottle of wine if I wanted one.  We made a quick stop at the nearby wine and spirits shoppe, bought a Spanish red, and showed up at Cafe Zinho.  They offered us the choice of two tables and immediately opened our wine, and brought over two nice stems.  The waiter gave us menus, described the daily specials and gave us time to mull it over.  We both ordered the soup of the day, a pumpkin bisque, my wife just ordered their Zhino side salad as her entree, and I chose a lamb burger (not Elysian Fields lamb, I asked).  Our waiter brought us a basket of what I suspect to be Portuguese bread.  It had a funky sensitivity. Our soups came out fairly quickly.  The bowls held a hearty serving of the delicious (and filling) cream soup.  After clearing our empty bowls our waiter bought out our entrees.  My wife's side salad was large, as side salads go.  She was quite pleased with it.  It had baby greens, tomato, olives, hearts & reduced red wine vinaigrette.  I had a taste and agreed with her assessment.  My lamb burger was huge!  It was at least an inch thick and was topped with feta and fruit chutney.  It came with a salad that filled any remaining space on the plate not taken up by the burger.  Note to self- do not order a salad if you're going to order the lamb burger!  I ordered the burger cooked medium-well, even though the waiter sort of tried to talk me into medium.  It came out just the way I wanted it, with just a hint of pink in the middle, and full of funky juices.  My wife agreed that it was horribly buttery!  I cut the burger in half and managed to eat one of the halves along with about half the salad before I ran out of room.  My wife made it about halfway thru her salad by then, and she too gave up.  We asked for doggie bags and our waiter packed our meals up in containers and put them in a plastic bag for us.  It was a very nice meal and dining experience.  We noticed that the hostess greeted most people who came thru he door by name.  Obviously there are a large group of regulars who dine here often.\nPros: BYOB, tasty food, reasonable noise level, outdoor sidewalk dining is available seasonally, friendly and attentive service (if a bit unpolished).\nCons:  Ambience (it originally was a gas station) and there is nothing fancy about the funky decor, tables are packed every which way into the available interior space.",Successful
"I was underwhelmed with our dining experience. We are just learning Portuguese for an upcoming trip to Brazil and were excited about the option of using some of the vocab we had learned.\n\nMenu was somewhat limited, although we didn't try any starters which many of the other reviews state are the best offerings on the menu. I ordered the seafood stew and my husband had the chicken dish. The stew had seafood: clams, mussels, shrimp, scallops, and some type of summer sausage, but not much else. The broth was oily. My husband's chicken was prepared adequately; however the rice it was paired with was extremely underdone while the veggies were over-cooked and mushy. \n\nI might go back once more with a bottle of wine for appetizers only but for the price I will dine on entrees elsewhere.","me was underwhelmed with our sandwiches experimenting. We are just knowledge São for an upcoming trip to Janeiro and were excited about the substitutions of use some of the lexicon we received gain.\n\nMenu was somewhat limitation, although we didn't experiments any starters which many of the other reviews status are the nicest offering on the path. me commanded the seafood paella and my husband enjoys the chicken dishes. The stew holds fishes: oysters, moulds, shrimp, scallops, and some fella of summer pastrami, but not many else. The celery was oily. My husband's wuss was devising perfectly; however the rice it was peers with was overly underdone while the broccoli were over-cooked and stew. \n\ou risque go back once more with a litres of wines for appetizers only but for the costs I preparedness dinning on entrées elsewhere.",Successful
"This was the first time for me and my wife at the celebrated Cafe Zinho. Parking in the residential area in which the restaurant is located is next to impossible on a busy Saturday night; the diner should be prepared to walk a distance to get to the restaurant from where he or she is ultimately able to park.  The greatest drawback is that the restaurant is tiny and the seating so tight that at our table, it was necessary to sit uncomfortably in order to avoid being bumped by anyone that walked by, which happened repeatedly as we were in a busy thoroughfare of food delivery.  No other table offered a much better situation and all others were occupied at the busy time we arrived, 6:45 p. m. The online menu boasts of a daily vegetarian and vegan special entree, but there was no such entree on this night.  There was only one non-meat item on the small menu, ravioli.  Our gracious server, Ramon, said that the kitchen could prepare a couscous and vegetable dish if the vegetarian in our party wanted it, and that was what we did.  The restaurant permits customers to bring their own alcoholic beverages, a nice convenience and savings for the diner.  A small portion of bread was served with a tiny amount of rock-hard butter.  My mushroom and cheese soup was a large portion, served piping hot, which was great, but it was a puree with no distinct mushroom pieces.  I would not have been able to distinguish it as mushroom soup.  All of our entrees were attractively presented and were tasty, average size portions.  All were served with a small amount of good, fresh vegetables. It would be helpful if the menu offered some description of the following entree so that the diner with an interest in a chicken dish would not have to inquire about it of the server:  \""""chicken maputo\nRoasted w/ piri piri & chocolate scented sauce\"""".  Does the average diner know what \""""maputo\"""" and \""""piri piri\"""" are? The lemon tart dessert was a small piece not suitable for sharing, served with two minute pieces of strawberries and a small dollop of whipped cream.  It was not flavorful or moist nor worth the calories.  The gracious owner, Tony Pais, stopped at our table for a moment to greet us, a nice touch, and there were quality checks by a manager and Ramon.  I noticed a number of prominent people from the community dining here, individuals whom I was surprised were willing to spend a good deal of money to be packed into a sardine can of a restaurant.  Apparently they consider this to be the only restaurant in town.  The rest rooms are small, one-person facilities, naturally. An unfortunate surprise occurred when the individual that was picking up the check for my party presented his credit card only to be told that the restaurant accepts only cash and checks, this for a tariff of $148 plus gratuity.  It is supposed to be of some consolation that there is an Automatic Teller Machine on site.  I imagine less than 1% of expensive restaurants today are cash only.  Cafe Zinho is a highly flawed restaurant, demonstrating that there is more to a fine dining experience than simply offering fine cuisine.  If one is able to get beyond the feeling one has when visiting the rest room on a commercial airliner, the diner might enjoy it: not us.\n\nI posted comments about the restaurant at its Facebook page, in which I noted my displeasure with being cramped and uncomfortable, and about the restaurant being unique in its unwillingness to accept credit cards for a $148 check.  An individual identifying himself as the manager, who apparently had never received constructive criticism from anyone, initially demonstrated rage, posting a message that I can go to the Oiive Garden the next time I dine out.  He later added with similar condescension that I can use a coupon and a credit card at The Olive Garden.  Later, he thought better of his outburst and removed the comments...along with mine.  He ultimately offered me and my wife the opportunity to return to the restaurant at his expense.  I thanked him for the offer, but told him that one experience at Cafe Zinho was enough.  I had no intention of returning even if he had responded to my comments like a gentleman.","These was the first time for me and my wife at the celebrated Cafe Zinho. Parking in the residential area in which the restaurant is located is next to impossible on a busy Saturday night; the diner should be prepared to walk a distance to get to the restaurant from where he or she is ultimately able to park.  The greatest drawback is that the restaurant is smaller and the seating afterward tight that at our table, it was adequate to sit unpleasantly in order to avoid being bumped by anyone that walked by, which happened sometimes as we were in a busy thoroughfare of food delivery.  No other table offered a tremendously better situation and all others were occupied at the busy time we arrived, 6:45 p. m. The online menu boasts of a daily vegetarian and vegan special entree, but there was no such entree on this night.  There was only one non-meat item on the small menu, sweetbreads.  Our gracious server, Rumanian, said that the kitchen could prepare a couscous and vegetable dish if the vegetarian in our party wanted it, and that was what we did.  The gourmet permits customers to assume their own alcoholic beverages, a nice convenience and savings for the diner.  A small portion of bread was served with a little amount of rock-hard tablespoon.  My mushroom and cheese soup was a large portion, served piping hot, which was great, but it was a puree with no distinct mushroom pieces.  I would not have been able to distinguish it as mushroom soup.  All of our entrees were attractively presented and were tasty, average size portions.  All were served with a xiao amount of good, fresh vegetables. It would be helpful if the menu offered some description of the following entree so that the diner with an interest in a chicken dish would not have to inquire about it of the server:  \""""chicken maputo\nRoasted w/ piri piri & chocolate scented sauce\"""".  Wanna the average restaurants know what \""""maputo\"""" and \""""piri piri\"""" are? The lemon tart dessert was a small piece not suitable for sharing, served with two minute pieces of strawberries and a small dollop of whipped cream.  It was not flavorful or sweaty nor worth the calories.  The gracious owner, Tony Pais, stopped at our table for a moment to greet us, a nice touch, and there were quality checks by a manager and Romanians.  I noticed a number of prominent people from the community dining here, individuals whom I was surprised were willing to spend a good deal of money to be packed into a sardine can of a restaurant.  Apparently they consider this to be the only restaurant in town.  The rest rooms are small, one-person facilities, naturally. An unfortunate surprise occurred when the individual that was picking up the check for my party presented his credit card only to be told that the restaurant accepts only cash and checks, this for a tariff of $148 plus gratuity.  It is supposed to be of some consolation that there is an Automatic Teller Machine on site.  I imagine less than 1% of expensive restaurants today are cash only.  Cafe Zinho is a highly flawed restaurant, demonstrating that there is more to a fine dining experience than simply offering fine cuisine.  If one is able to get beyond the feeling one has when visiting the rest room on a commercial airliner, the diner might enjoy it: not us.\n\nI posted comments about the restaurant at its Facebook page, in which I noted my displeasure with being cramped and uncomfortable, and about the restaurant being unique in its unwillingness to accept credit cards for a $148 check.  An individual identifying himself as the manager, who apparently had never received constructive criticism from anyone, initially demonstrated rage, posting a message that I can go to the Oiive Garden the next time I dine out.  He later added with similar condescension that I can use a coupon and a credit card at The Olive Garden.  Later, he thought better of his outburst and removed the comments...along with mine.  He ultimately offered me and my wife the opportunity to return to the restaurant at his expense.  I thanked him for the offer, but told him that one experience at Cafe Zinho was enough.  I had no intention of returning even if he had responded to my comments like a gentleman.",Successful
"Best Mussels!!! They were large and quite tasty.  The starter bread is corn bread and it is absolutely addicting.  My boyfriend and I had dinner on a whim on a weekday and we thoroughly enjoyed ourselves.  The setting is intimate and I enjoyed it.  I only wish we would've brought a bottle of wine since it's BYOB. The service was excellent as well. I have no complaints, even if it is CASH only I think it's worth it. \n\nNOTE: Cash only.  They do have an ATM inside for your convenience. BYOB","Better Mussels!!! They were heavy and somewhat chewy.  The starter bakery is beans cookies and it is surely addicting.  My friends and I could restaurant on a whim on a midnight and we heavily wished ourselves.  The fixture is cozy and me wished it.  I only yearning we would've posed a castles of bodega unless it's BYOB. The servicing was excellent as even. I recieve no assertion, even if it is TREASURIES only I thinking it's worth it. \nitrogen\nNOTE: Funding only.  They done could an ABM households for your consolation. BYOB",Successful
"What an absolutely delightful and special dining experience!  Our family of four went there for dinner this past Friday night.  Brought along  two  bottles of wine, which is such a nice bonus. Much cheaper and we were able to bring wines that we enjoy.  The decor is lovely, very bohemian and cozy.  Just magical.  Our server was Bulgarian and very knowledgeable about the menu and the specials.  The food is Portuguese, which is primarily fish based, so we ordered accordingly. To start we ordered the cod fritters, the grilled octopus and a special salad of the night, farm grown tomatoes with Roquefort cheese.  All very delicious!  Main courses were lamb burger with caramelized onions and provolone (tremendous flavor), the impeccable seafood stew and the salmon, also lovely.  Just a perfect relaxing meal in every way.  If you live in Pittsburgh and have not been, this place is a gem. Worth checking out.  Wish we lived closer (we are DC based).","What an absolutely remarkable and extraordinary meal experience!  Our relatives of four stepped there for catering this past Mondays tonight.  Been along  two  cans of wine, which is such a exquisite payoff. Much inexpensive and we were proficient to lend wines that we fond.  The decor is lovely, awfully bohemian and intimate.  Simple miraculous.  Our bartender was Ukrainian and acutely alerted about the menu and the specials.  The restaurant is Portuguese, which is broadly fish inspired, so we entrusted duly. To boot we directed the cod chutney, the grilled calamari and a phenomenal salsa of the evening, farm grown tomatoes with Roquefort cheese.  Each incredibly sublime!  Decisive course were lamb burgers with caramelized garlic and mozzarella (monumental tastes), the perfect seafood risotto and the salmon, also awesome.  Just a exemplary alleviate meal in every itineraries.  Until you live in Hartford and had not been, this plaza is a gem. Worth checkups out.  Wish we lived nearly (we are DC cornerstone).",Failed
"Cafe Zinho is a cute little restaurant tucked away on a street corner in Shadyside that serves up Portuguese food. Everything looked great on the menu, but execution was flawed through out our meal. Also, their dishes are not really Portuguese.\n\nFor appetizers, we got chicken livers and portuguese bread pudding with mushroom cream sauce. The chicken livers lacked flavor, which is unfortunate because chicken livers on their own are not very tasty. The bread pudding was pretty good though.\n\nEntrees were, on the whole, not impressive. The lamb chops were obviously over cooked (we ordered medium rare, and the insides were almost fully cooked). The duck breast which people raved about online were tough and the sauce was too sweet. The seafood stew lacked flavor. The lamb burger was also overcooked.","Cafe Zinho is a cute little restaurant tucked away on a street corner in Shadyside that serves up Portuguese nourishing. Everything proved great on the ways, but fulfilling was mala through out our devouring. Also, their dishes are not really Portugese.\n\nFor delicacies, we got chicken livers and são bread pudding with mushroom cream sauce. The chicken livers absenteeism incense, which is unfortunate because chicken livers on their own are not very tasty. The bread pudding was pretty good except.\n\nEntrees were, on the whole, not impressive. The lamb chops were obviously over spaghetti (we commanded media rare, and the inland were almost fully cooked). The duck breast which people feasted about onscreen were tough and the sauce was too sweet. The seafood stew fail zesty. The lamb burger was also buttery.",Successful
"The grounds are very nice here, but I have to say the part I loved best was the collection of cars. I've never seen so many antique vehicles in one place. Definitely makes it worth checking out. However. The location is a bit wacky. It's right outside of Wilkinsburg, which isn't a place to visit at all. But still, it is nice enough to check out. Especially if you want to just go have a nice lunch at the cafe.","The grounds are very nice here, but I have to say the part me cared preferably was the collection of cars. I've never seen so many antique vehicles in one place. Notoriously makes it worth checking out. However. The location is a hunk wacky. It's right outside of Wilkinsburg, which isn't a place to visit at all. But still, it is nice enough to check out. Radically if you want to just go have a nice lunch at the cafe.",Successful
"I am a history fan...so when a friend told me about this I made sure he took me to go see it.  The property is very beautiful...\nWe waited a few minutes and signed in....surprising it was discount day!  The waiting area itself was exquisite and already gave rich history of the property and the people who had lived there. By the time we finished looking it over, our tour guide came in.  She was perfect...very knowledgeable and sweet.  She answered any questions we had and made us feel very welcome there.  She gave us ample time to roam around each room.  \n\nThe house is amazing and moreso the car collection.  That is free...and a must-see.  Also is you like art don't miss the art collection.","I am a history fan...so when a dawg told me about this I were sure he took me to go considering it.  Both property is very leggy...\nWe waited a few minutes and countersigned in....surprising it was repayment day!  The waiting area itself was funky and already gave rich history of the property and the people who had lived there. By the chronology we finished looking it over, our tour guidebook originate in.  She was innocent...very knowledgeable and sweet.  She answered any items we had and made us foreboding very welcome there.  She gave us ample time to roams around both courtroom.  \nitrogen\nThe dwelling is admirable and moreso the motorcars congregated.  That is devoid...and a must-see.  Also is you amore art don't frau the art muster.",Successful
"I can't comment on the Art museum, but I did get to see the car and carriage collection as well as the estate. Although slightly hassled by over-enthusiastic docents, I had a great time (though short) viewing the car and carriage collection. There was a much larger variety than I anticipated.\n\nThe house was just incredible. Distinctly Pittsburgh on the outside, but easily one of the best examples of homes from that era on the interior. Our guide was interesting, knowledgeable, and happy to respond to questions. We had ample time to explore each room. In fact, maybe too much time. The tour ran on the long side as far as house tours go and I'll admit I got a little antsy by the end. It was also a little chaotic because there were at least two other groups in the house while we were there (I'm impressed if they get that kind of visitation regularly). Nevertheless, I had a great experience and would happily encourage any of the Art museum visitors to head over and take the tour. I might go back, if only because I didn't get a single picture of the place.\n\nOh, and, if nothing else - thumbs up for the ample free parking. As an out-of-towner, it made it one of the easiest parts of my trip.","I can't comment on the Art museum, but I did get to see the car and carriage collection as alright as the estate. If thinly hassled by over-enthusiastic docents, I had a great time (though short) viewing the car and carriage collection. There was a much larger variety than I anticipated.\n\nThe house was just implausible. Distinctly Pittsburgh on the outside, but easily one of the strictest examples of homes from that era on the interior. Our guide was interesting, imparted, and happy to respond to questions. We had ample time to explore each rooms. During fact, maybe too much time. The tour eluded on the long side as far as house revolutions go and I'll consented I got a little antsy by the end. It was also a little chaotic because there were at least two other groups in the house while we were there (I'm impressed if they get that kind of visitation regularly). Nevertheless, I had a sizable piloting and would happily encourage any of the Art museum visitors to head over and take the tour. I might go back, if only because I didn't get a single picture of the place.\n\lo, and, if nothing else - thumbs up for the ample free parking. As an out-of-towner, it made it one of the shortest parts of my trip.",Successful
"The art museum is pretty nice; the carriage and car museum is cool; and it's neat to walk through the greenhouse.  Those are free.  However, nothing really separates the $12 house tour from other house tours.  Like the other ones, the docents don't focus on anything interesting, like history or the architecture or the building itself.  They focus on some family story that may only be of passing interest because the family is rich.  Kind of like hearing about Paris Hilton or the Kardashians.  B-o-r-i-n-g. And what kind of tourist attraction doesn't allow pictures?","The arts museum is pretty nice; the carriage and car museum is cool; and it's neat to walk through the greenhouse.  Those are free.  Moreover, nothing really ditches the $12 house tour from other house tours.  Like the other ones, the docents don't focus on anything interesting, like history or the architecture or the building itself.  They focus on some family story that may only be of passing interest because the family is rich.  Kind of like hearing about Paris Hilton or the Kardashians.  B-o-r-i-n-g. And what kind of tourist attraction doesn't allow pictures?",Successful
"I popped in to the Frick because, well, why not?  I had the afternoon free and the weather was beautiful.\n\nSure, it's not MOMA, or the Met, or LACMA.  What were you expecting?  But what the main collection lacks in cachet, it makes up for with its outstanding curators.  I can't rave enough about how friendly and knowledgeable the staff are.  They went out of their way to describe the history and intricacies of each work of art.  It made even the most average of pieces come alive.\n\nThe car collection was amazing, and the staff in the outbuilding were equally helpful.  The gentleman that I spoke with went through the collection car by car, giving an enormous amount of detail and history for each vehicle.  It made what would have been an average visit fantastic.\n\nI didn't have a chance to do the tour of the mansion, but I did walk around the grounds, and they're perfect to while away some free time on a nice day.","I popped in to the Frick because, well, why not?  I had the afternoon free and the weather was beautiful.\nitrogen\nSure, it's not MOMA, or the Met, or LACMA.  What were you expecting?  But what the main accumulates lacks in cachet, it brings up for with its defaulted curators.  I can't rave enough about how talkative and knowledgeable the worker are.  They went out of their form to describe the history and complicate of all work of art.  It were even the most average of pieces entries loud.\n\nThe car collection was admirable, and the staff in the outbuilding were however helpful.  The gentleman that I debate with fainted through the congregate car by car, giving an jumbo amount of specifies and history for each vehicle.  It made what would have been an means visit noteworthy.\percent\nicht didn't have a chance to do the wrinkle of the mansion, but I did walk around the grounds, and they're innocent to while away some free time on a nice day.",Successful
