original,perturbed,type
"I went to Pino's to celebrate a friends birthday on a Thursday night.  I hadn't been in Pino's since they renovated, but I have to say that they made the interior beautiful.  We made reservations, but I don't think we would have needed them since there was just a few other parties seated when we came in.  \n\nMy two girlfriends and I always have a tough time deciding what to order...so naturally we order one of everything that looks good.  We started with the Charcuterie platter, which was a mix of absolutely delicious prosciutto, capicola, and soppressata with a bit of veggies and mozzarella.  This was an impressive way to start out the meal.  We all wanted to try the seasonal ravioli, which was pumpkin (too tempting for three certified pumpkin fanatics), so we got an order to share as an appetizer.  This was unlike other pumpkin ravioli I've had...very pumpkiny.  The ravioli was good, although we all agreed that we wouldn't have been able to eat a whole order.  It was very sweetly spiced and I was missing a little bit of savory with the dish.  \n\nI ordered the grilled sausage pizza for my entree, and was pleased with it.  I admittedly never get too excited about pizza, and this was good, but nothing that I was dreaming about later that night.  Overall, the food was a 3-4 for me.  \n\nThe service was outstanding.  Our waiter was very welcoming and knowledgable.  My friends got dessert, and when the chef (I assume Chef Pino?) came over to ask how it was, my friend jokingly said that it was delicious, but would be perfect with a bit of sauce.  Before she could take another bite, he whisked both of the desserts away and added fresh strawberries and sauce, saying that he would be serving the dish that way for now on.  Talk about service!  The whole experience was fantastic, service gets a 5.  \n\nAdded bonus:  Awesome beer selection, some brews I haven't seen.  Only place I've been that had East End Homewood Reserve on tap for me to try (exciting for a beer dork like me, and it is tasty, by the way).","I went to Pino's to celebrates a friend birthday on a Tuesday night.  I hadn't been in Pino's since they rehabilitated, but I have to say that they made the internal sumptuous.  We made booking, but I don't thoughts we would have needed them since there was just a few other party sitting when we came in.  \n\nMy two girlfriends and I permanently have a harsh time deciding what to decree...so naturally we order one of everything that looks good.  We started with the Charcuterie platter, which was a mix of altogether scrumptious prosciutto, capicola, and soppressata with a bite of veg and mozzarella.  This was an impressive manner to launch out the meal.  We all wished to try the seasonal ravioli, which was pumpkin (too alluring for three accredited pumpkin fanatics), so we got an order to exchanges as an appetizer.  This was unlike other pumpkin ravioli I've had...very pumpkiny.  The ravioli was good, whilst we all agreed that we wouldn't have been able to eat a whole decree.  It was very sweetly spiced and I was missing a little bite of savory with the dish.  \n\nI ordered the roasted sausage pizza for my entree, and was contented with it.  I surely never get too excited about pizza, and this was good, but nothing that I was dreams about subsequently that nighttime.  General, the food was a 3-4 for me.  \n\nThe service was unpaid.  Our bartender was very welcomes and knowledgable.  My friend got dessert, and when the chef (I assume Chef Pino?) came over to request how it was, my friends jokingly said that it was delicious, but would be impeccable with a bit of sauce.  Before she could take another bit, he whisked both of the desserts away and added fresh strawberries and gravy, saying that he would be serving the dish that manner for now on.  Discussions about service!  The totality experience was sumptuous, servicing gets a 5.  \n\nAdded bonus:  Wondrous beer choosing, some brews I haven't seen.  Exclusively placing I've been that had Eastwards Terminates Homewood Reservation on tap for me to try (enthralling for a beer dork like me, and it is yummy, by the way).",Failed
The food here is ok but not worth the price. $15 corking fee? $9 a glass of garbage wine? Me thinks not.\n\nWhat really tops it off is the owner is beyond rude and doesn't care about the business. I heard it used to be much better but now I don't know anyone who eats there...,The eating here is okay but not worth the costing. $15 corking fee? $9 a glass of refuse wine? Me thought not.\n\nWhat really tops it off is the holder is beyond rude and doesn't care about the business. I audition it utilizing to be much improved but now I don't know somebody who eats there...,Failed
"Another really good meal here!  My friend and I went for soup and appetizers--and licked the plates clean!  Gazpacho, pasta fagiole, homemade bread, eggplant with mozzarella and my favorite...the roasted veggie platter.  So much food we didn't think we would eat it, but it was so good we did!  They also had their doors open and we were able to sit outside in the cool summer air--great way to kick of summer!","Another really good meal here!  My friends and I went for soup and appetizers--and licked the plates clean!  Gazpacho, pasta fagiole, homemade bread, eggplant with mozzarella and my favorites...the roasted veggie platter.  So much nourishment we didn't think we would eat it, but it was so good we did!  They also had their doors open and we were able to sit outside in the cool summer air--great path to kick of summer!",Failed
"I decided to try Pino's due to the restaurant week special and boy am I glad that I did! My husband and I made reservations for four on Friday night. We were seated almost immediately on the lovely outdoor patio area. It was a great night to be outside. Although the restuarant is small, the ambiance is wonderful. I could tell thet the guests around me were enjoying themselves as well.\n\nThe table decided to order the 3 course menu for 30$ because of the large amount of options. We each decided on a different entree so that we were able to share and get a good idea of all the restaurant has to offer. I started off with a mixed green salad with grileld pears, walnuts and goat cheese. The pears had a nice smokeyness about them that complimented the sweet vinagarette. For my entree, I chose the Arrabiata with rigatoni. The dish was very good but much more spicy than I had expected. I feel that they should have informed me of this or explained the spice level on the menu. Luckily, I enjoy spicy food but I was unable to finish the entree due to the spice level. It was slightly less spicy when I finished it for lunch the next day. My husband had the veal and risotto which he loved. For dessert, I orderedthe peach mille feuille. The portion size was enormous and the peaches were ripe and tasty. However, the marscapone filling hardly tasted of marscapone. I had the opportunity to try my husband's white chocolate tiramisu and was pleasantly surprised by the light but still rich flavors. Our dinner guests also seemed to enjoy their choices as well. \n\nOverall, I would definitely recommend Pino's for a nice, romantic date night out in Point Breeze. However, I wish they offered the 3 course menu as a regular feature.","I decided to attempt Pino's owing to the restaurant week special and boy am I contented that I did! My husband and I made booking for four on Friday night. We were seated almost forthwith on the lovely outdoor patio sphere. It was a great night to be outside. While the restuarant is small, the atmosphere is beautiful. I could told thet the guests about me were enjoying themselves as well.\n\nThe table decided to decree the 3 course menu for 30$ because of the hefty amounts of alternative. We each decided on a disparate entree so that we were able to exchange and got a good idea of all the restaurant has to offering. I commence off with a mixed green salad with grileld pears, walnuts and goat cheese. The pears had a nice smokeyness about them that complimented the sweet vinagarette. For my entree, I choice the Arrabiata with rigatoni. The saucer was very good but much more spicy than I had awaited. I feel that they should have enlightened me of this or explained the spice level on the menu. Thankfully, I enjoy spicy dietary but I was incapable to finishes the entrée due to the spice level. It was slightly fewer spicy when I completed it for lunch the forthcoming day. My husband had the veal and risotto which he loved. For dessert, I orderedthe peach mille feuille. The portion size was large and the peaches were mature and tasty. However, the marscapone filling scarcely tasted of marscapone. I had the opportunity to try my husband's white chocolate tiramisu and was pleasantly surprised by the light but still affluent aromas. Our lunch guests additionally seemed to enjoy their select as well. \n\nOverall, I would doubtless recommend Pino's for a nice, romantic dating nocturnal out in Point Breeze. Nevertheless, I wish they offer the 3 course menu as a regular hallmarks.",Failed
"I grew up just the street from Pino's and my family were probably its most regular customers -- we got take-out at least once or twice a week for many many years, and always enjoyed the pizza and hot subs. I've just been back for the first time in 6 years after moving away, and was pretty unimpressed... The decor looks nice, but the food was wayyyyy overpriced for what it was. $22 dollars for a plate of pasta, really? It claimed to be \""""fresh pasta,\"""" but it was completely tough and chewy (not \""""al dente,\"""" just undercooked), and not very large. I'm not sure when the restaurant changed, but I think it really missed the mark... People WANT a casual, friendly, affordable neighborhood place that they can bring the kids to. Why take that away?","I increased up just the street from Pino's and my familial were arguably its most regular client -- we got take-out at least once or twice a week for myriad myriad yr, and always enjoyed the pizza and hot subs. I've just been back for the first time in 6 years after moving away, and was pretty unimpressed... The decor looks nice, but the diet was wayyyyy overpriced for what it was. $22 dollars for a plating of pasta, genuinely? It claimed to be \""""fresh pasta,\"""" but it was fully hard and chewy (not \""""al dente,\"""" just undercooked), and not very huge. I'm not sure when the restaurant amended, but I think it really missed the marked... People WANTING a casual, amiable, affordable vicinity placing that they can bring the child to. Why take that away?",Failed
"My husband and I celebrated our one year wedding anniversary this past weekend and since we recently have moved into a new area of town, we made reservations here because word on the street was that it was good. Verdict? It was so-so. We had reservations at 7:15 and were seated promptly, which was fine, except we were seated OUTSIDE! Listen folks, it's COLD when the sun goes down. They have three tables set outside, I guess trying to squeeze out some more business. Our server was nice, but not attentive at all.  We were left waiting for things for 10-20 minutes at a time. Also, because we were sitting on the sidewalk, people and animals and cars kept sweeping by us. It took the waiter three tries to get our meal order because he had to keep stepping out of the way of people walking down the street. Wine was good. Food was ehhhhhh. We had the mussel and clam appetizer and when it came out, about 1/2 of the order was not edible and all the innards had fallen into the sauce, which by the way smelled like stinky cheese. My dinner and my husbands dinner was good, no real complaints there. Espresso and a S'more cupcake for dessert and I grand total of $134 later before tip? Definitely not worth it at all.  The best part of the night? Leaving. The worst part of the night? Associating this place with my anniversary.","My husband and I famed our one year matrimony anniversary this yesteryear weekends and since we lately have moved into a newer sphere of town, we made reservations here because word on the street was that it was good. Ruling? It was so-so. We had reservations at 7:15 and were seated promptly, which was fined, excepting we were seated OUTSIDE! Listen folks, it's COLD when the sun goes down. They have three tables set outside, I guess trying to squeeze out some more business. Our server was nice, but not careful at all.  We were left waiting for things for 10-20 minutes at a time. Also, because we were seated on the sidewalk, people and animal and automobiles kept sweeping by us. It took the waiter three try to get our meal decree because he had to keep stepping out of the way of people walking down the street. Vino was good. Diet was ehhhhhh. We had the molds and clam appetizer and when it came out, about 1/2 of the edict was not edible and all the guts had declined into the sauce, which by the way sensed like stinking cheese. My dining and my husbands dinner was good, no real complaints there. Espresso and a S'more cupcake for dessert and I great overall of $134 subsequent before tip? Certainly not worth it at all.  The best part of the nocturnal? Leaving. The lousiest portions of the nightly? Associate this placing with my anniversary.",Failed
Stopped in without a reservation around 7 pm. I ordered the house soup. It was very yummy. The soup was a tomato based soup with noodles and chick peas. I also tried the sausage flatbread. The flatbread sizing easily fed one. My boyfriend shared with me. The tomato sauce and peppers on it really made the flatbread. \n\nI really one to come back int the summer when the front windows are opened and enjoy some wine and small dishesa,Stopped in without a booking roundabout 7 pm. I decreed the housing soup. It was very appetizing. The soup was a tomato basis soup with noodles and chick peas. I furthermore attempted the sausage flatbread. The flatbread sizing easily fed one. My boyfriend exchanges with me. The tomato gravy and peppers on it really made the flatbread. \n\nI really one to coming back int the summer when the front windows are inaugurated and enjoy some wine and small dishesa,Failed
"Nice atmosphere with above average food. This restaurant has a lot of potential. The wait staff was far below average: They were slow, and we had to ask multiple times for things. They were not the most polite wait staff, and our waitress was either a little demeaning or very socially awkward.","Nice ambience with above average eating. This restaurant has a lot of potential. The waiting staffing was far below averaging: They were slowing, and we had to requests multiple times for things. They were not the most polite awaits staff, and our waitress was either a little demeaning or very socially awkward.",Failed
"We were huge fans of Pinos a few years back before the wine bar concept was adopted. In all honesty, we haven't been back for a year though we kept saying \"""" we have to get to Pinos!\"""" Needless to say, we were disappointed.  The place has changed and not for the better.  It seems in an effort to create a quaint wine bar, Pinos lost sight of the original draw and that was the food.  The menu has been scaled back considerably.  Though the food was adequate, it's not the same.  I came here because the food was amazing and with that no longer being the case, I doubt we will return.  Hopefully, things will change back to how they were.  Customer advice for what it's worth.  Refocus on great italian food not a wine bar concept.   Sometimes a liquor license is not the best investment!!!","We were vast buffs of Pinos a few years back before the wine bar notion was adopted. In all honesty, we haven't been back for a year albeit we kept saying \"""" we have to got to Pinos!\"""" Unhelpful to say, we were frustrated.  The placing has changing and not for the better.  It seems in an effort to creating a scenic wine bar, Pinos lost eyesight of the originals draw and that was the dietary.  The menu has been scaled back considerably.  Albeit the diet was sufficient, it's not the same.  I came here because the food was incredible and with that no longer being the instance, I doubt we will revert.  Hopefully, things will change back to how they were.  Customers advice for what it's worth.  Refocus on tremendous italians food not a vino bar notions.   Occasionally a liquor licensed is not the best investment!!!",Failed
"I went to Pino's with my three other friends for Restaurant Week and was underwhelmed and completely disappointed. We chose an option for each course of  the very limited Restaurant Week menu. I selected the baked eggplant caprese appetizer, Lazy Man lasagna Florentine and then the panna cotta for dessert. \n\nBaked eggplant caprese: the breaded eggplant was a soggy mess. \nLazy Man Lasagna Florentine: it was essentially two huge lasagna noodles sandwiching huge clumps of spinach (I'm talking like a 3-inch high pile of clumped spinach) with a few mushrooms peppered in. The spinach ratio was out of control and I honestly ate a few bites and couldn't even continue. \nPanna cotta: this was the most decent of the items we ordered.\n\nMy friend ordered off the regular menu, which she advised not to do since her food would come out at a different time?? Why? \nWe tried my friend's appetizer of the Italian Fries, which are described on the menu as sounding very similar to the amazing fries at Point Brugge...but it was just a bowl of regular French fries, which were lackluster and misleading. She also got the house soup with chickpeas and it looked like Spaghetti-o's and tasted even worse.\n\nI don't know where all the positive reviews are coming from. There was not one thing we ate that was impressive in any way. All of it was overpriced and below mediocre. I wasted my money, and I will never, ever go back there.","I went to Pino's with my three other friends for Restaurant Week and was underwhelmed and abundantly disappointed. We choose an option for each course of  the very scant Restaurant Week menu. I selected the baked eggplant caprese appetizer, Lazy Man lasagna Florentine and then the panna cotta for dessert. \n\nBaked eggplant caprese: the breaded eggplant was a soggy muddle. \nLazy Man Lasagna Florentine: it was essentially two hefty lasagna noodles sandwiching whopping clumps of spinach (I'm discussing like a 3-inch high pile of clumped spinach) with a few mushrooms peppered in. The spinach ratio was out of control and I frankly ate a few bites and couldn't even continue. \nPanna cotta: this was the most presentable of the items we ordered.\n\nMy friend ordered off the regular menus, which she cautioned not to do since her food would come out at a various time?? Why? \nWe tried my friend's appetizer of the Italian Fries, which are described on the menus as sounding very similar to the impressive fries at Point Brugge...but it was just a bowl of regular French fries, which were lifeless and deceptive. She furthermore got the house soup with chickpeas and it looked like Spaghetti-o's and tasted even worse.\n\nI don't know where all the favorable reviews are coming from. There was not one thing we ate that was staggering in any path. All of it was overpriced and below mediocre. I wasted my money, and I will never, ever go back there.",Failed
"I live in Connecticut and visit family in Pittsburgh often. Pino's is my favorite Pittsburgh restaurant. \n\nI don't have one favorite dish because I usually order one of the specials, which change often. I ordered from the regular menu for the first time a couple of weeks ago. The Bolognese sauce on tagliatelle pasta (I think the menu has it on rigatoni) was as good as what I had in Italy. My son had the seafood risotto. It was so good, I need to order it next time.\n\nMy brother is a retired chef and hates to eat out because few restaurants are worth paying for what he can make better at home. He loved his meal and his tastes of everyone else's at the table (there were 10 of us). He was giddy to enjoy eating out for the first time in in a long time.\n\nOh, they also make great cocktails and have a very, very nice wine list.\n\nOh, if you think you can only get good fries and mussels at the Belgium place around the corner, try Pino's. The fries are topped with crispy herbs... yum!\n\nNo, it isn't cheap. But, I'm happy to pay for quality.","I live in Connecticut and visit family in Pittsburgh frequently. Pino's is my preferred Pittsburgh restaurant. \n\nI don't have one favorite dish because I habitually order one of the specials, which altered frequently. I decreed from the regular menu for the first time a coupling of weeks ago. The Bolognese sauce on tagliatelle pasta (I thought the menus has it on rigatoni) was as good as what I had in Italy. My son had the seafood risotto. It was so good, I needed to order it upcoming time.\n\nMy brother is a retired chef and hates to ate out because few catering are worth paying for what he can make improved at home. He adored his meals and his tastes of everybody else's at the table (there were 10 of us). He was lightheaded to enjoy eating out for the first time in in a long time.\n\nOh, they moreover make great cocktails and have a very, very nice vino listings.\n\nOh, if you thoughts you can only get good fries and mussels at the Belgium placing circa the nook, try Pino's. The fries are tops with crusty herbs... yum!\n\nNo, it isn't cheaper. But, I'm contented to pay for quality.",Failed
"I went to Pino's recently, only to be disappointed by the owner himself. I guess I should have read the reviews on here before going, seeing as a lot of people echo the sentiments that I feel.\n\nAfter my mother sent back her extremely oversalted steak, the chef came out to \""""apologize\"""". It was very embarrassing how he chastised her for not enjoying her meal. He then snidely commented, as walking away, that he would \""""never salt his steak again\"""". I don't really take kindly to people speaking so rudely to my mother. She was very polite about sending it back and certainly didn't deserve any attitude. We had an event to attend, which we were very clear with to our waitress. So when my mother reordered another meal (a salad), which took another twenty minutes, my mom asked for it to be immediately wrapped up. The chef returned, obviously chewing to make a point, and sneered at my mother, announcing her steak that she refused to eat was actually quiet good. Well, I have never felt more embarrassed in a situation. I said he was being rude to my mother, a paying customer. He proceeded to get heated and tell me it was not his job to make people happy (!??!) and that everyone else seemed to enjoy their meal and we just had to get to the inside of the steak to appreciate it. \n\nThe drama continued when he did not have change for $100 for a $57 bill. Sorry, how can you not have $33 in change?! He ended the night by throwing our bill in a crumbled mess on the floor and walking out. \n\nOverall, embarrassing. It was an embarrassing situation for anyone to witness. Take heed of the negative comments on this site. I certainly wish I would have.","I went to Pino's lately, only to be frustrated by the holder himself. I guess I should have read the inspecting on here before going, seeing as a batch of people echo the sentiments that I feel.\n\nAfter my mummy sent back her eminently oversalted steak, the chef came out to \""""apologize\"""". It was very embarrassing how he chastised her for not enjoying her meals. He then snidely noted, as walking away, that he would \""""never salt his steak again\"""". I don't truly take kindly to people speaking so rudely to my mummy. She was very polite about dispatch it back and undeniably didn't deserve any attitude. We had an event to attend, which we were very clear with to our waitress. So when my moms reordered another meals (a salad), which taken another twenty minutes, my moms asked for it to be immediately wrapped up. The chef reverted, naturally chewing to make a point, and sneered at my mummy, announces her steak that she refuses to eat was actually quiet good. Well, I have never felt more embarrassed in a situation. I say he was being rude to my moms, a pay customer. He proceeded to got impassioned and told me it was not his jobs to make people joyful (!??!) and that everyone otherwise seemed to enjoy their meals and we just had to get to the indoor of the steak to appreciate it. \n\nThe theatrical constant when he did not have changing for $100 for a $57 bills. Sorry, how can you not have $33 in changing?! He terminated the nighttime by throwing our bills in a collapses muddle on the floor and walking out. \n\nOverall, embarrassing. It was an embarrassing situation for somebody to witness. Take heed of the negative remarks on this site. I unquestionably wish I would have.",Failed
"Very disappointing meal.  After waiting for a half hour, my meal arrived and we were told that my friend's meal would be coming in a few minutes. Very awkward.t.  Salad was average at best.  The beets tasted like canned beets and the chicken was covered with blackish oil from a burnt oil pan.\n\n  Then, to make matters worse the chef came out to argue with a patron who returned her food.  The chef came out to humiliate the customer explaining that her returned steak was great and himself was enjoying it.  Eating food from a customers plate was a real turn-off....what else does he do when cooking? \n\nTo make matters worse, when paying the bill, the chef did not have change for a $100 bill for the customer who returned her steak..  It was very uncomfortable watching the elderly customer and her young friend deal with the situation. He kept  loudly requesting a credit card  and the women did not have one.   Another customer provided them with change as the chef crumbled the check. I think I would have just left and not paid....give the lady great for dealing with such a lunatic.\n\nLong story short....if you want to eat below average food and watch a chef loose it....this is your place!","Very disappointing meals.  After expecting for a half hour, my meal arrive and we were told that my friend's meal would be coming in a few minutes. Very clumsy.t.  Salad was averaging at best.  The beets tasted like canned beets and the chicken was cover with blackish oil from a scorched oil pan.\n\n  Thereafter, to make matters worse the chef came out to assert with a patron who reverted her nourishment.  The chef came out to humiliating the customer explaining that her returned steak was grand and himself was enjoying it.  Eating food from a client plating was a real turn-off....what else does he do when cookery? \n\nTo make matters worse, when pay the bills, the chef did not have changed for a $100 billing for the customer who returned her steak..  It was very uncomfortable watching the elderly client and her young friend dealing with the situation. He conserved  loudly request a credits card  and the women did not have one.   Another customer supplied them with change as the chef crumbled the verification. I thought I would have just left and not paid....give the lady grand for deal with such a lunatic.\n\nLong story short....if you want to eat below average food and watch a chef loose it....this is your place!",Failed
"This was the place I brought friends visiting from out of town when I wanted to show them the classy Italian  spots in Pittsburgh. After my visit last night, I have no desire to ever go again. \n\nI don't know the owner, Joe, personally but he has stopped by our table a few times and said \""""dish looks beautiful.\"""" He was always confident in his food which I guess is a good thing if the good is delicious,  which it usually is  \n\nThe table next to ours had a two women, a mother and daughter. The mother asked the server for a new steak as hers was a bit salty (I've never had the steak as I'm vegetarian but my guests have mentioned the abundance of salt). The server apologizes and returns to the kitchen. The owner comes out and fakes an apology claiming his steaks are perfect. At this point the whole restaurant is listening it's that crazy.  The  best part? He comes out again and says \""""I really enjoyed the steak you sent back.\"""" He was eating the steak and had some in his mouth! I can't make stuff like this up!\nAt this point the whole place feels bad for the mother and daughter. Clearly an awkward situation. The owner got so nasty the daughter tried to reason with him and he said \""""it's not my job to make people happy\"""" that's strange considering he wants our business. \nSo the mother tries to pay the bill with a $100 and leave but he said they can't make change. Eventually another customer helps make change and they leave.\n\nI couldn't finish my dinner I was so mad.  Maybe Joe was having a bad day but there is no excuse for how he treated those customers.  Sorry, we will never step foot in here again.","This was the place I brought pals visiting from out of town when I wanna to show them the classy Italian  stains in Pittsburgh. After my visits last nocturnal, I have no desiring to ever go again. \n\nI don't know the holders, Joe, personally but he has halted by our table a few times and say \""""dish looks exquisite.\"""" He was always confident in his nourishment which I guessing is a good thing if the good is delicious,  which it usually is  \n\nThe table upcoming to ours had a two woman, a mamma and girl. The mama request the servers for a newer steak as hers was a bit salted (I've never had the steak as I'm vegan but my guests have mentioned the abundance of salt). The server apologized and comeback to the cookery. The owner comes out and false an apology claim his steaks are flawless. At this point the whole restaurant is listening it's that crazy.  The  best part? He happens out again and said \""""I genuinely enjoyed the steak you despatch back.\"""" He was food the steak and had some in his mouth! I can't make stuff like this up!\nAt this point the totality place feels bad for the moms and girl. Evidently an awkward situation. The landlord got so nasty the daughter tried to reasons with him and he say \""""it's not my jobs to make people joyful\"""" that's weird contemplating he wanna our business. \nSo the moms tries to wage the invoices with a $100 and leaving but he said they can't make change. Eventually another customers help make alterations and they leaving.\n\nI couldn't finish my dining I was so crazy.  Might Joe was having a bad day but there is no excuse for how he treat those clients.  Sorry, we will never step footing in here again.",Failed
"If you don't like your food... do not send it back to the kitchen... The \""""Chef\"""" will come out and scream at you... Stay away from this place.","If you don't like your diet... do not despatch it back to the cookery... The \""""Chef\"""" will coming out and shrieking at you... Stay away from this place.",Failed
Great,Great,Skipped
"Definitely overpriced for what they offered.  Took my car in to check my AC, they didn't get back to me for the whole day, and decided to fix whatever the problem was without asking me and charging me an insane about (approximately $150 more than most places).  Definitely will not go back there again.","Definitely overpriced for what they offered.  Took my motor in to check my AC, they didn't get back to me for the totality day, and decided to fix whatever the trouble was without request me and charging me an insane about (nearly $150 more than most places).  Definitely will not go back there again.",Failed
I was passing through Pittsburgh and discovered a headlight was out.  I found Bastone through Yelp and drove over.  \n\nThey fixed the light on the spot charging me $12.  First impressions are great - very clean repair shop and the service for this minor repair was done in a friendly and welcoming manner.,I was passing through Pittsburgh and found a headlight was out.  I found Bastone through Yelp and drove over.  \n\nThey stationary the light on the spot charge me $12.  First impressions are great - very clean reparation store and the service for this minor repairing was done in a friendly and welcoming manner.,Failed
"Love this place, really nice people willing to help and pretty decent prices..","Adores this placing, really nice people willing to help and pretty decent costing..",Failed
"This Giant Eagle truly is giant!  And believe me, that's about all it has going for it!  You would think that this means you can find what you want, and generally you can, but it also means enormous crowds, no matter when you shop here.\n\nYou know that a trip to a large, \""""one size fits all\"""" chain grocery store like this is not quite the same as shopping at Macy's or Boscov's.  You know that it's pretty hard to give a place like this five stars.  Its purpose is purely utilitarian.  But good gravy, you'd think that a place like this could handle large crowds.  It shouldn't take you a half-hour just to get one item.  \n\nThat's what happened to me yesterday.  I would have been better off going to Cogo's or 7-11.  I might have paid a bit more, but I would have been in-and-out in under five minutes.  I prefer the Giant Eagle in Squirrel Hill.","This Colossus Eagle truthfully is giant!  And believe me, that's about all it has going for it!  You would think that this means you can unearth what you wanna, and habitually you can, but it moreover means gargantuan crowds, no matter when you store here.\n\nYou know that a voyage to a vast, \""""one sizing fits all\"""" chaining grocery stores like this is not quite the same as shopping at Macy's or Boscov's.  You know that it's quite tough to give a place like this five stars.  Its intent is purely utilitarian.  But good gravy, you'd thought that a place like this could handle hefty crowds.  It shouldn't take you a half-hour just to get one item.  \n\nThat's what happened to me yesterday.  I would have been better off going to Cogo's or 7-11.  I might have paid a bit more, but I would have been in-and-out in under five minutes.  I preferred the Colossus Eagle in Squirrel Hill.",Failed
"I have to agree that this is one of the poor examples that Giant Eagle has.  Granted, it has the basics you need, and is 1 of the biggest in the city itself.  Finding things takes work.  My big gripe is that it has one of the weirdest and most illogical layouts that I've seen.  It actually takes time to find what you need as compared to most stores where once you are in there a few times, you easily find everything.  Parts of this store are diagonal and that causes you to go in every direction possible.  Here is a quick summary of the setup as it can be classified as a maze:\n\n1.) When you enter the store through the slow wide door, you go to the left and walk past the front registers to produce.  Normal enough.\n\n2.) From produce in front of you (a quasi L-shaped department), you take a quick left and go diagonally to the right to walk past the pharmacy.  Take a hard right down aisle 1 and then you hit the bakery.   \n\n3.)  From the bakery, you walk along a long meat wall.  Diagonally to the left, you'll find the service meat/seafood counters. And because how the wall goes diagonal to the left, the sign for Aisle 9 is facing diagonally to the right so you don't miss it because the 1 side is longer towards the back than the other. (Aisles 9-14 are almost twice as long as 1-8).\n\n4.) From meat, you have frozen straight back on a long back wall in its own cove.  A hard right (if you bypass frozen) brings you last to hot foods, the deli, and then facing in front of you, the Customer Service desk which is tucked away in a corner (not really visible when you walk in the store).\n\n5.) Once you pass the deli and customer service, take a hard right, then to the left (almost a U-turn) to the checkouts, and then you take a hard left to leave.\n\nMost of the other Giant Eagle stores are much more logical in how their aisles and deparment locations are set up.   You're not going every which way to try and find things.\n\nAlso, the service isn't that great as one of the other reviews said.  Given that, I would take Market District on Centre Ave or GE on Murray Ave over this store.\n\nHowever, for those who remember the Giant Eagle on Centre Ave at N. Craig St, nothing beats how BAD that store was.  There is a reason that store was nicknamed \""""the dirty bird.\""""  Compared to that North Oakland store that closed several years ago, Shakespeare St GE is light years ahead.","I have to agree that this is one of the poor instances that Colossus Eagle has.  Afforded, it has the fundamentals you need, and is 1 of the greatest in the city itself.  Finding things takes collaborating.  My grands gripe is that it has one of the weirdest and most incongruous layouts that I've seen.  It actually takes time to find what you needed as compared to most storing where once you are in there a few times, you readily find every.  Parts of this storing are diagonal and that causes you to go in everything direction doable.  Here is a quicker summary of the configured as it can be categorized as a labyrinth:\n\n1.) When you enter the shops through the slows broader door, you go to the left and walk past the front registering to produce.  Habitual sufficiently.\n\n2.) From produce in front of you (a quasi L-shaped department), you take a quicker left and go diagonally to the right to walk elapsed the pharmacy.  Take a tough rights down driveway 1 and then you hit the bakery.   \n\n3.)  From the bakery, you walk along a long meat wall.  Diagonally to the left, you'll find the service meat/seafood counters. And because how the wall goes diagonal to the left, the sign for Gangway 9 is facing diagonally to the right so you don't miss it because the 1 side is longer towards the back than the other. (Passages 9-14 are almost twice as long as 1-8).\n\n4.) From meat, you have freezing straight back on a long back wall in its own cove.  A hard right (if you bypass frozen) brings you last to hot foods, the deli, and then confronting in front of you, the Client Service desk which is tucked away in a corner (not truly obvious when you walk in the boutique).\n\n5.) Upon you pass the deli and clients servicing, take a hard right, then to the left (almost a U-turn) to the checkouts, and then you take a hard left to leaving.\n\nMost of the other Colossus Eagle storage are much more logical in how their passages and deparment locations are set up.   You're not going every which manner to try and unearth things.\n\nAlso, the servicing isn't that grand as one of the other reviews said.  Given that, I would take Market District on Centre Ave or GE on Murray Ave over this store.\n\nHowever, for those who remember the Giant Eagle on Centre Ave at N. Craig St, nothing beats how BAD that store was.  There is a reason that store was nicknamed \""""the dirty bird.\""""  Compared to that North Oakland store that closed several years ago, Shakespeare St GE is light years ahead.",Failed
"I cannot in my life understand why this Giant Eagle, of all the Giant Eagles, would get a five star rating.  From the moment you walk into here it's like someone has hit you on the head very hard and you walk around in a confused state the rest of the time you're in there.\n\nThe set up is ridiculous.  I mean, who wants to walk around in the freezer section and then go through a smaller than usual end of the aisle to see, SURPRISE, the meat section hidden off in an area where they could have knocked down the wall so you didn't have to do a little dance to get to it.  Aisles seem extra long in this store, you can tell that they worked with the space they had.  It's like when you are half way through the aisle and realize it's too late to turn around because it's the same distance to the end as it was to the beginning of the aisle, but you kind of just want to give up and sit on the floor because you feel like you've been walking forever.  \n\nHonestly, I only went here because I was at Target and didn't want to venture any further to complete my shopping.","I cannot in my vie fathom why this Giant Eagle, of all the Giant Eagles, would get a five star rating.  From the moment you walk into here it's like someone has hit you on the head very tough and you walk circa in a bewildered state the resting of the time you're in there.\n\nThe set up is farcical.  I mean, who wants to walk about in the freezer section and then go through a minor than usual end of the passageway to behold, SURPRISE, the meat section hidden off in an area where they could have knocked down the wall so you didn't have to do a small dance to get to it.  Aisles seem additional lengthy in this store, you can tell that they worked with the space they had.  It's like when you are half path through the passageway and realizing it's too late to turn around because it's the same distancing to the ends as it was to the beginnings of the gangway, but you kind of just want to give up and sit on the floor because you feel like you've been walking forever.  \n\nHonestly, I only went here because I was at Targeted and didn't wanting to venture any further to completing my shopping.",Successful
